motion_name,rmse_mean_tcn_causal,acc_channel_rmse_mean_tcn_causal,gyr_channel_rmse_mean_tcn_causal,pearson_mean_tcn_causal,psd_distance_mean_tcn_causal,acc_norm_rmse_tcn_causal,gyr_norm_rmse_tcn_causal,hf_ratio_improvement_mean_tcn_causal,rmse_mean_lowpass,acc_channel_rmse_mean_lowpass,gyr_channel_rmse_mean_lowpass,pearson_mean_lowpass,psd_distance_mean_lowpass,acc_norm_rmse_lowpass,gyr_norm_rmse_lowpass,hf_ratio_improvement_mean_lowpass,rmse_mean_delta_tcn_causal_minus_lowpass,acc_channel_rmse_mean_delta_tcn_causal_minus_lowpass,gyr_channel_rmse_mean_delta_tcn_causal_minus_lowpass,pearson_mean_delta_tcn_causal_minus_lowpass,psd_distance_mean_delta_tcn_causal_minus_lowpass,acc_norm_rmse_delta_tcn_causal_minus_lowpass,gyr_norm_rmse_delta_tcn_causal_minus_lowpass,hf_ratio_improvement_mean_delta_tcn_causal_minus_lowpass
explosiv,0.8148035570568705,1.2272887676449145,0.40231834646882647,0.9215490086627645,0.1889682707087379,1.0209777289022834,0.41734503308090115,5.577325494910754,1.0541642773117723,1.6386341311500572,0.46969442347348744,0.8999863078323787,0.37967034532321414,1.529324642732992,0.5008864145915387,4.986478622102075,-0.23936072025490185,-0.4113453635051427,-0.06737607700466097,0.021562700830385806,-0.19070207461447625,-0.5083469138307086,-0.08354138151063756,0.5908468728086795
gait_fast,0.5213329178042563,0.8321321110224292,0.2105337245860833,0.8995538706391843,0.050091219697620364,0.889822595254541,0.2797706664847256,5.418324159765266,0.7208203207001233,1.1582448249135306,0.28339581648671575,0.855920618718876,0.10327774999353302,1.2821769699380903,0.3871614508709315,5.098925685031361,-0.19948740289586697,-0.3261127138911014,-0.07286209190063245,0.043633251920308314,-0.05318653029591266,-0.3923543746835493,-0.10739078438620592,0.31939847473390515
gait_slow,0.48066534461308097,0.7669262379759325,0.19440445125022945,0.8702175951127146,0.054988714283516246,0.8642190111086429,0.3090835132126538,4.680834291766527,0.6628654092844123,1.0914792597637486,0.2342515588050759,0.8420259547425716,0.10654902562871563,1.2794184519434875,0.39234123005979815,4.505464603381142,-0.18220006467133132,-0.3245530217878161,-0.03984710755484644,0.02819164037014299,-0.05156031134519938,-0.4151994408348446,-0.08325771684714434,0.17536968838538503
rotation,0.27558089698094035,0.46568336104673724,0.08547843291514343,0.945891949668592,0.010615354033716455,0.27569989780745197,0.06008989570602294,4.709030593488074,0.34905003091340425,0.5708707020728178,0.1272293597539907,0.9325078575704522,0.018928837478139733,0.4148864683364668,0.08176158298888514,4.517670949657681,-0.0734691339324639,-0.10518734102608052,-0.04175092683884726,0.013384092098139844,-0.008313483444423278,-0.13918657052901484,-0.0216716872828622,0.19135964383039283
shaking,0.855213780600982,1.314239430778431,0.39618813042353285,0.9366130149609593,0.24433541390003222,1.3052373596123958,0.5045574871535217,4.916089398795257,1.1509665860743425,1.7909842140588648,0.5109489580898202,0.9162240176309782,0.5991254527157511,1.781038197076046,0.7639141517360449,4.199430142109924,-0.2957528054733606,-0.4767447832804337,-0.11476082766628737,0.020388997329981118,-0.3547900388157189,-0.4758008374636502,-0.25935666458252327,0.7166592566853325
