model_name,model_role,architecture_name,num_seeds,parameter_count_mean,parameter_count_std,trainable_parameter_count_mean,trainable_parameter_count_std,parameter_size_mb_fp32_mean,parameter_size_mb_fp32_std,cpu_forward_ms_per_window_mean,cpu_forward_ms_per_window_std,embedded_deployment_verdict
tcn,trained,tcn,3,101326.0,0.0,101326.0,0.0,0.3865280151367187,0.0,4.446995333333443,0.058667581225243216,possible_on_embedded_linux
identity,baseline,identity,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0015126666669592,0.0005110364198195575,yes_classical_filter
lowpass,baseline,lowpass,3,0.0,0.0,0.0,0.0,0.0,0.0,0.16338166666666132,0.02561509505898428,yes_classical_filter
butterworth,baseline,butterworth,3,0.0,0.0,0.0,0.0,0.0,0.0,2.403939666666588,0.6703506699579491,yes_classical_filter
savgol,baseline,savgol,3,0.0,0.0,0.0,0.0,0.0,0.0,2.255884333333332,0.05106503940627168,yes_classical_filter
wiener,baseline,wiener,3,0.0,0.0,0.0,0.0,0.0,0.0,0.7294286666666494,0.024600587761618952,yes_classical_filter
