model_name,model_role,architecture_name,num_seeds,parameter_count_mean,parameter_count_std,trainable_parameter_count_mean,trainable_parameter_count_std,parameter_size_mb_fp32_mean,parameter_size_mb_fp32_std,cpu_forward_ms_per_window_mean,cpu_forward_ms_per_window_std,embedded_deployment_verdict
tcn_causal,trained,tcn_causal,3,101326.0,0.0,101326.0,0.0,0.3865280151367187,0.0,1.301048118621111,0.0024495315483085817,possible_on_embedded_linux
tcn,trained_comparison,tcn,3,101326.0,0.0,101326.0,0.0,0.3865280151367187,0.0,1.3355532723168533,0.012348394056522702,possible_on_embedded_linux
gru,trained_comparison,gru,3,152070.0,0.0,152070.0,0.0,0.5801010131835938,0.0,2.6991100857655206,0.05105928741226759,possible_on_embedded_linux
transformer,trained_comparison,transformer,3,399110.0,0.0,399110.0,0.0,1.5224838256835938,0.0,1.3191568789382775,0.015827205182713237,possible_on_embedded_linux
identity,baseline,identity,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0013111842175324332,1.7104399943649224e-05,yes_classical_filter
lowpass,baseline,lowpass,3,0.0,0.0,0.0,0.0,0.0,0.0,0.030113551765680268,0.0002343229614746115,yes_classical_filter
butterworth,baseline,butterworth,3,0.0,0.0,0.0,0.0,0.0,0.0,2.1094659281273684,0.01673541821645013,yes_classical_filter
savgol,baseline,savgol,3,0.0,0.0,0.0,0.0,0.0,0.0,2.1155897652109465,0.015441332741896633,yes_classical_filter
wiener,baseline,wiener,3,0.0,0.0,0.0,0.0,0.0,0.0,0.4315517097711563,0.0016202372543495408,yes_classical_filter
