timestamp_iso,elapsed_s,seq,warmup,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,pred_acc_x,pred_acc_y,pred_acc_z,pred_gyr_x,pred_gyr_y,pred_gyr_z,read_latency_ms,infer_latency_ms,loop_latency_ms,late_by_ms
2026-05-15T19:50:31.752+08:00,0.04299729999999968,0,True,0.15322890625,0.6607996582031249,9.801861596679688,0.0,0.0,0.0,0.5180345773696899,0.5291107892990112,9.81161117553711,0.0008897352963685989,-0.003979230299592018,-0.00836572702974081,31.928200000000295,9.966899999999335,42.296200000000006,17.296200000000006
2026-05-15T19:50:32.594+08:00,0.8795596000000003,1,True,0.13407529296874998,0.63206923828125,9.801861596679688,0.0,0.0,0.0,0.5161958932876587,0.535364031791687,9.76375961303711,0.0021133506670594215,-0.007007749751210213,-0.008490008302032948,31.88169999999957,3.7671000000001342,36.05859999999961,11.058599999999608
2026-05-15T19:50:33.051+08:00,1.335255,2,True,0.16280571289062498,0.6272808349609375,9.811438403320311,0.0,0.0,0.0,0.5284565687179565,0.47144246101379395,9.788030624389648,-0.0015878891572356224,-0.00030339136719703674,-0.005461805500090122,31.78039999999971,2.7449999999999974,34.93300000000055,9.933000000000547
2026-05-15T19:50:33.526+08:00,1.8108757000000004,3,True,0.1388636962890625,0.6272808349609375,9.797073193359374,0.0,0.0021305288720633907,0.0,0.5185125470161438,0.4382585287094116,9.774921417236328,0.0027602454647421837,9.885802865028381e-05,-0.00810044165700674,31.870399999999854,3.6367999999997735,35.90859999999996,10.908599999999957
2026-05-15T19:50:34.044+08:00,2.3277482000000003,4,True,0.09576806640624999,0.63206923828125,9.811438403320311,-0.0021305288720633907,0.010652644360316953,0.0,0.4802745580673218,0.3539015054702759,9.791523933410645,-0.0027459580451250076,-0.0022583757527172565,-0.008899775333702564,31.686800000000126,2.6116000000007134,34.60739999999962,9.607399999999622
2026-05-15T19:50:34.406+08:00,2.6891619999999996,5,True,0.1292868896484375,0.59376201171875,9.801861596679688,0.0,0.0010652644360316954,0.0,0.5018802881240845,0.38964390754699707,9.79194450378418,0.0033905720338225365,-0.00011270632967352867,-0.009232202544808388,31.80719999999937,2.4649999999990513,34.58980000000089,9.589800000000892
2026-05-15T19:50:34.742+08:00,3.0243892999999993,6,True,0.09576806640624999,0.679953271484375,9.797073193359374,0.0,0.0010652644360316954,0.0,0.49940863251686096,0.5182154178619385,9.783478736877441,-0.015225593000650406,-0.008234158158302307,-0.005875139497220516,31.70219999999979,2.2252999999992085,34.161499999999734,9.161499999999734
2026-05-15T19:50:35.062+08:00,3.3465787999999996,7,True,0.143652099609375,0.59376201171875,9.80665,-0.005326322180158476,0.01597896654047543,0.0,0.4898013472557068,0.5268396139144897,9.780264854431152,0.00764504075050354,0.00348763819783926,-0.007539066020399332,31.607199999999835,3.2703999999998956,35.11769999999892,10.11769999999892
2026-05-15T19:50:35.389+08:00,3.6722666999999998,8,True,0.0909796630859375,0.6751648681640625,9.801861596679688,-0.003195793308095086,0.01171790879634865,0.0,0.4968380033969879,0.5919301509857178,9.747613906860352,-0.02149111032485962,0.006065697409212589,-0.0025366544723510742,31.723700000000576,2.525399999999678,34.511199999998965,9.511199999998965
2026-05-15T19:50:35.728+08:00,4.011033899999999,9,True,0.143652099609375,0.6177040283203125,9.797073193359374,-0.0021305288720633907,0.004261057744126781,0.0,0.5070145726203918,0.5968688726425171,9.792695045471191,0.001668732613325119,-0.00019341567531228065,-0.004364493303000927,31.643599999998884,2.1902000000011412,34.03650000000091,9.036500000000913
