timestamp_iso,elapsed_s,seq,warmup,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,pred_acc_x,pred_acc_y,pred_acc_z,pred_gyr_x,pred_gyr_y,pred_gyr_z,read_latency_ms,infer_latency_ms,loop_latency_ms,late_by_ms
2026-05-15T15:18:04.147+08:00,0.10488019999999842,0,True,0.0047884033203125,0.0047884033203125,9.80665,0.0,0.0,0.0,0.3738318979740143,0.2691936492919922,9.801864624023438,-0.0011918870732188225,-0.00479526910930872,-0.006220164243131876,31.594399999999467,65.64280000000089,104.41570000000056,79.41570000000056
2026-05-15T15:18:04.251+08:00,0.14046309999999984,1,True,0.0047884033203125,0.009576806640625,9.80665,0.0,0.0,0.0,0.37449023127555847,0.2781721353530884,9.743894577026367,-0.0012327861040830612,-0.004926146008074284,-0.0052843582816421986,31.674699999999945,3.419000000000949,35.31770000000023,10.31770000000023
2026-05-15T15:18:04.287+08:00,0.17519299999999838,2,True,0.0,0.0047884033203125,9.816226806640625,0.0,0.0,0.0,0.3840872049331665,0.28050124645233154,9.774469375610352,-0.0035437629558146,-0.0033854306675493717,-0.001877185539342463,31.552399999998926,2.5370000000002335,34.27950000000024,9.27950000000024
2026-05-15T15:18:04.322+08:00,0.20923849999999966,3,True,0.0047884033203125,0.0047884033203125,9.792284790039062,0.0,0.0,0.0,0.3737182915210724,0.24851453304290771,9.754339218139648,0.0020009521394968033,-0.0009111622348427773,-0.004770189523696899,31.693399999999983,2.115599999999773,33.99150000000084,8.99150000000084
2026-05-15T15:18:04.356+08:00,0.2432198999999997,4,True,0.0,0.0047884033203125,9.801861596679688,0.0,0.0,0.0,0.37580156326293945,0.34540069103240967,9.751341819763184,-0.0040119728073477745,-0.00443345308303833,-0.004030793439596891,31.62670000000034,2.0911999999988495,33.92129999999938,8.921299999999377
2026-05-15T15:18:04.390+08:00,0.2776360999999987,5,True,0.0047884033203125,0.0047884033203125,9.801861596679688,0.0,0.0,0.0,0.37810415029525757,0.3582782745361328,9.755958557128906,-0.004522150382399559,-0.004410590976476669,-0.0037530502304434776,31.75549999999916,2.3993999999998294,34.35069999999918,9.35069999999918
2026-05-15T15:18:04.425+08:00,0.31187789999999893,6,True,0.0047884033203125,0.009576806640625,9.80665,0.0,0.0,0.0,0.37716442346572876,0.3794456720352173,9.765716552734375,-0.006227183621376753,-0.004463153891265392,-0.0011714125284925103,31.61569999999969,2.3379999999999512,34.16750000000057,9.167500000000572
2026-05-15T15:18:04.458+08:00,0.3460497,7,True,0.0,0.0,9.811438403320311,0.0,0.0,0.0,0.37426236271858215,0.3769937753677368,9.772193908691406,-0.0044259848073124886,-0.004855835810303688,-0.0014457841170951724,31.68609999999994,2.207700000001367,34.10960000000074,9.10960000000074
2026-05-15T15:18:04.493+08:00,0.38042289999999923,8,True,0.009576806640625,0.009576806640625,9.801861596679688,0.0,0.0,0.0,0.3775753676891327,0.4363750219345093,9.752449035644531,-0.005307795479893684,-0.004964163526892662,0.0003799984697252512,31.636199999999448,2.474900000001057,34.31439999999952,9.314399999999523
2026-05-15T15:18:04.575+08:00,0.4617817999999989,9,True,-0.0047884033203125,0.009576806640625,9.80665,0.0,0.0,0.0,0.37129324674606323,0.4204986095428467,9.760616302490234,-0.00458757346495986,-0.005298749543726444,-0.0006054342957213521,31.77429999999859,2.1126999999996343,34.0954,9.095399999999998
