model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,4.526754999999412,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0020040000003973546,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.12728700000025128,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,1.8917770000007295,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.3050499999999374,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.7377120000001014,yes_classical_filter
