model_name,model_role,num_seeds,num_windows_mean,num_windows_std,rmse_mean_mean,rmse_mean_std,input_rmse_mean_mean,input_rmse_mean_std,acc_norm_rmse_mean,acc_norm_rmse_std,gyr_norm_rmse_mean,gyr_norm_rmse_std,input_acc_norm_rmse_mean,input_acc_norm_rmse_std,input_gyr_norm_rmse_mean,input_gyr_norm_rmse_std,acc_channel_rmse_mean_mean,acc_channel_rmse_mean_std,gyr_channel_rmse_mean_mean,gyr_channel_rmse_mean_std,input_acc_channel_rmse_mean_mean,input_acc_channel_rmse_mean_std,input_gyr_channel_rmse_mean_mean,input_gyr_channel_rmse_mean_std,acc_channel_rmse_improvement_mean,acc_channel_rmse_improvement_std,gyr_channel_rmse_improvement_mean,gyr_channel_rmse_improvement_std,pearson_mean_mean,pearson_mean_std,hf_ratio_improvement_mean_mean,hf_ratio_improvement_mean_std,psd_distance_mean_mean,psd_distance_mean_std
gru_causal,trained,5,8633.0,0.0,0.40030007373416837,0.003240377159100905,0.941913248333616,0.0,0.5292044038917677,0.0035680738852162212,0.18168085378632287,0.00205927759060349,1.2493681899278055,0.0,0.6131447047228668,0.0,0.6564866267205955,0.005519624959202154,0.14411352074774123,0.0010175644084599092,1.490046875632864,0.0,0.3937796210343687,0.0,0.8335602489122682,0.005519624959202163,0.2496661002866273,0.0010175644084599246,0.8404043049003856,0.0010057664548746483,8.27152178516634,0.027918114706604703,0.055912332153861044,0.0009923501543510527
