model_name,model_role,num_windows,rmse_mean,input_rmse_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
tcn_causal,trained,8633,0.39086071694070706,0.9419132483336162,0.5196655284584027,0.17722717056409165,1.2493681899278055,0.6131447047228668,0.6409030080178845,0.1408184258635296,1.4900468756328638,0.39377962103436864,0.8491438676149794,0.25296119517083904,0.8486959559582234,8.280252872977234,0.05389102279364059
