model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
gru_causal,trained,gru_causal,152070,152070,0.5801010131835938,3.1639456283301115,possible_on_embedded_linux
