model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,1.3297206349670887,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.001347605139017105,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.03017667680978775,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.0995651558041573,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.078052628785372,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.43097950518131256,yes_classical_filter
