segment_id,rmse_acc_x,pearson_acc_x,input_rmse_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,input_rmse_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,input_rmse_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,input_rmse_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,input_rmse_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,input_rmse_gyr_z,psd_distance_gyr_z,rmse_mean,input_rmse_mean,pearson_mean,psd_distance_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
seg1,0.30431425283617347,0.9058639057261102,0.6356076962349437,0.026212777473369045,0.6288949992389603,0.8024790358522418,1.493956376865549,0.1021451283151099,0.5080578342638373,0.864021004135059,1.0687541603161725,0.06984737446579492,0.13025339649888212,0.9254345415544286,0.38342161752425824,0.0065519976587681715,0.08269053454415588,0.9315108816005571,0.153170777886961,0.005363727946273146,0.0726322340722644,0.9222113701430169,0.12082281614404161,0.004873881813578093,0.28780720857571224,0.6426222408286544,0.891920123168569,0.035832481278815546,0.43504903125563255,0.10563504526751272,0.8171233682192712,0.28891990334761763,0.4804223621129904,0.09519205503843413,1.066106077805555,0.21913840385175362,0.5856837156925647,0.12394634881331948,1.6616832580516125,2.620266922032732,2.1409750900421725
seg2,0.2742807718095845,0.9004896772988068,0.7250761769604614,0.019447097849818077,0.6628187894799695,0.8181638491596981,2.3011829244557993,0.08241711411296557,0.46963357202472533,0.8415959546747184,1.247496017367077,0.07515442629333148,0.21974227357513515,0.8703097204327456,0.8439084165157906,0.014838419937257624,0.08119645391346655,0.8976214275693586,0.18174707319705563,0.005339226800206505,0.07363405175606375,0.9085125280228578,0.15397218235738855,0.0061621421663507914,0.29688431875982413,0.9088971318089287,0.8727821928596975,0.033893071193321675,0.47022655131644236,0.16642430314186274,1.3380392041658549,0.6514665247887234,0.4689110444380931,0.12485759308155515,1.4245850395944462,0.3932092240234116,0.9556739951563528,0.26835163094185643,7.44900143463934,9.145081762666305,8.297041598652823
seg3,0.3556352486967055,0.8824199403066716,0.7749940834420184,0.025146845222598888,0.8934841481006082,0.7665005052596142,2.037889545247601,0.10988732786189555,0.8109136424404203,0.8123137718274598,1.5467073951055155,0.11018828095616469,0.21089586031065383,0.812466202699063,0.6704336961181763,0.029843867404518415,0.09614353854571152,0.8678317166770015,0.2331012742224216,0.006144557186162803,0.07593591278377641,0.8608589285707439,0.1717894063609676,0.005677847876357593,0.40716805847964593,0.9058192334161167,0.8337318442234257,0.04781478775128299,0.4810966400883991,0.1701153417092314,1.1260706186118523,0.5733835278960452,0.6866776797459113,0.12765843721338058,1.4531970079317116,0.3584414589005218,0.7665193281858004,0.23078302168714124,9.276706745316481,13.510128686984462,11.39341771615047
seg4,0.5951771826222968,0.8578293376199051,1.5519848348170262,0.09309370475337461,0.6843326016530523,0.7688098071478793,1.8014074644712619,0.10664721373663065,0.7869113069381941,0.8014775953418137,1.7524895972966805,0.1585523793750207,0.18038121652614958,0.8241238213079757,0.6203946492838692,0.010855917309714783,0.20116628735347702,0.8618204219925033,0.6212379866813763,0.02246576531428505,0.09869498558602798,0.8501302696026642,0.1946619634712464,0.005743183669823914,0.42444393011319964,1.0903627493369101,0.8273652088354568,0.06622636069314161,0.7283961215714041,0.21504340517188367,1.5590235368190306,0.785776531695917,0.6888070304045144,0.16008082982188487,1.7019606321949896,0.4787648664788306,1.013153601790475,0.3186840366569458,6.749881414069548,11.040346137190097,8.895113775629822
seg5,0.6805049618614853,0.8611276286708676,1.3049974152050718,0.07671391824626969,0.8928150954245662,0.7590519670220717,1.9979375888274107,0.1434623400570119,1.0968915132714452,0.8097125386344811,2.1075457291597077,0.1758033833633681,0.2644380481309802,0.8068055319662198,0.7907870994158819,0.06916940124425223,0.18732226950435843,0.8731083347498152,0.5212051227543857,0.02384166742011129,0.15936051646136123,0.8363420974534241,0.24347388866593692,0.02336004077638581,0.5468887341090328,1.160991140671399,0.8243580164161466,0.08539179185123316,0.540663950524215,0.2322922882026797,1.4035994967536984,0.7652145174844593,0.8900705235191656,0.20370694469889997,1.80349357773073,0.5184887036120682,0.9134230542115646,0.31478175891316823,11.100346928243221,10.017820741932331,10.559083835087776
