motion_name,rmse_mean_tcn,acc_channel_rmse_mean_tcn,gyr_channel_rmse_mean_tcn,pearson_mean_tcn,psd_distance_mean_tcn,acc_norm_rmse_tcn,gyr_norm_rmse_tcn,hf_ratio_improvement_mean_tcn,rmse_mean_lowpass,acc_channel_rmse_mean_lowpass,gyr_channel_rmse_mean_lowpass,pearson_mean_lowpass,psd_distance_mean_lowpass,acc_norm_rmse_lowpass,gyr_norm_rmse_lowpass,hf_ratio_improvement_mean_lowpass,rmse_mean_delta_tcn_minus_lowpass,acc_channel_rmse_mean_delta_tcn_minus_lowpass,gyr_channel_rmse_mean_delta_tcn_minus_lowpass,pearson_mean_delta_tcn_minus_lowpass,psd_distance_mean_delta_tcn_minus_lowpass,acc_norm_rmse_delta_tcn_minus_lowpass,gyr_norm_rmse_delta_tcn_minus_lowpass,hf_ratio_improvement_mean_delta_tcn_minus_lowpass
canonical,0.1543782973203854,0.26332487769029805,0.0454317169504727,0.8245921911818297,0.010579622201524459,0.1848794489633292,0.06010155152286064,11.495607750062188,0.2808704482828475,0.5074890975290063,0.05425179903668874,0.8292300785208654,0.033499189919945056,0.37406241257717326,0.06782255754329856,11.204192588469718,-0.1264921509624621,-0.24416421983870823,-0.008820082086216041,-0.004637887339035696,-0.022919567718420596,-0.18918296361384407,-0.007721006020437925,0.29141516159246983
explosiv,0.8053564238693502,1.2144066894290138,0.39630615830968663,0.9223097734208416,0.1885779675345652,1.022842377020141,0.4040389182709031,5.613225893510369,1.066372262107703,1.6561264963810054,0.4766180278344006,0.8999863091732775,0.383648329517341,1.5348194763822072,0.5176535496393503,4.904916780488514,-0.2610158382383527,-0.44171980695199164,-0.08031186952471397,0.02232346424756415,-0.1950703619827758,-0.5119770993620663,-0.11361463136844718,0.7083091130218548
fast,0.48032312296347346,0.7592916758623547,0.2013545700645922,0.9375160720119874,0.09553179601294133,0.7927423344531025,0.24177793382595364,9.310432913302185,0.7200418258718668,1.1578254203001657,0.28225823144356793,0.9172881161684149,0.26247381478294785,1.2994427921680303,0.31221870608950175,8.763132175258503,-0.23971870290839337,-0.398533744437811,-0.08090366137897573,0.02022795584357251,-0.16694201877000653,-0.5067004577149278,-0.07044077226354811,0.5473007380436812
fast_slow,0.803031080810783,1.2532745003509216,0.3527876612706444,0.9280850635952383,0.18121752242126465,0.8719066285743163,0.44092846505630473,9.051083069995338,1.1228092326639363,1.802759938648878,0.4428585266789947,0.8961159379235173,0.3877113462437615,1.5215736861412341,0.5353643550752447,8.542599758538627,-0.3197781518531533,-0.5494854382979564,-0.0900708654083503,0.031969125671721055,-0.20649382382249687,-0.6496670575669178,-0.09443589001893998,0.5084833114567111
fast_slow_fast,0.577379605159559,0.8963112606519152,0.2584479496672025,0.9287397129408551,0.12287824189372848,0.8986048635627543,0.3141934575731977,8.60283908111152,0.8975923341595002,1.4245578199536317,0.3706268483653687,0.9039571878318508,0.3319866614498363,1.5564628395296278,0.42232906512134444,7.581808077217984,-0.32021272899994124,-0.5282465593017165,-0.11217889869816616,0.02478252510900436,-0.20910841955610782,-0.6578579759668736,-0.10813560754814672,1.0210310038935368
freeze1,0.27015697001479566,0.5097139445443948,0.030599995485196513,0.6719740037809336,0.0006221363663523031,0.19062902256846428,0.03663240298628807,11.353372330881744,0.5226471030463775,1.0208233249684175,0.024470881124337516,0.7959625946500349,0.0003162894528486504,1.2951742231845855,0.03074608501046896,11.018981305053867,-0.25249013303158185,-0.5111093804240228,0.006129114360858997,-0.1239885908691013,0.00030584691350365274,-1.1045452006161212,0.005886317975819115,0.33439102582787683
freeze2,0.442435137865444,0.8464382113267979,0.03843206440409024,0.7285861231839894,0.0008607620370412406,0.13010111786425113,0.053559544775635,10.4362372680651,0.4671001078638558,0.8988612186163664,0.03533899711134533,0.7359014253190378,0.001051985237010437,0.6703424528241158,0.05039470549672842,9.923910968780795,-0.024664969998411834,-0.0524230072895685,0.0030930672927449096,-0.007315302135048385,-0.0001912231999691964,-0.5402413349598646,0.003164839278906581,0.5123262992843038
gait_fast,0.512131752051514,0.8174442302417285,0.20681927386129945,0.9028994901717311,0.04746349417189368,0.8797494497719069,0.2701889205480848,5.4456525111238046,0.7154857503205893,1.1486234982196726,0.28234800242150604,0.8559206088674597,0.10243008427818467,1.2657333551662897,0.3826645892212085,5.065576004943541,-0.2033539982690753,-0.33117926797794406,-0.07552872856020659,0.046978881304271414,-0.05496659010629099,-0.38598390539438276,-0.1124756686731237,0.3800765061802638
gait_slow,0.4723254973550114,0.761032052399821,0.18361894231020187,0.8724364979265092,0.055417473968046756,0.8681847902214003,0.27891826560404503,4.694867274970205,0.6593338955830503,1.0838618795920467,0.2348059115740539,0.8420259402656295,0.10645326235136335,1.264386795451806,0.39268353775468706,4.488949489360573,-0.18700839822803894,-0.32282982719222575,-0.05118696926385202,0.030410557660879745,-0.05103578838331659,-0.3962020052304057,-0.11376527215064203,0.20591778560963192
pause,0.20374556620501807,0.400216795758359,0.007274336651677177,0.16262365477471608,6.898633098240548e-05,0.08782544529863766,0.007432497756200887,15.35192473288645,0.3207321288645275,0.6364765874213643,0.0049876703076907215,0.22766318878560254,1.1854654710522335e-05,0.3556652510716092,0.0043983205338008705,17.600233126855898,-0.11698656265950944,-0.23625979166300526,0.0022866663439864553,-0.06503953401088647,5.713167627188315e-05,-0.2678398057729715,0.0030341772224000167,-2.248308393969447
pause1,0.10895867595171327,0.1979506199558576,0.01996673194756895,0.8498672427411401,0.0009234771944282951,0.100869220495224,0.02216712551583585,11.23190479111029,0.23820716688785243,0.45189873705569067,0.024515596720014222,0.8717146834518473,0.0011512001101099836,0.34782750810447494,0.026452245180936237,10.831466771843308,-0.12924849093613916,-0.25394811709983306,-0.004548864772445274,-0.02184744071070721,-0.00022772291568168854,-0.24695828760925093,-0.004285119665100388,0.4004380192669821
