motion_name,rmse_acc_x,pearson_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,psd_distance_gyr_z,rmse_mean,pearson_mean,psd_distance_mean,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
canonical,0.03480673466110602,0.8744202578650312,0.00019217387981146057,0.06796842095315117,0.715234729700562,0.0010168024965555456,0.0465368139912078,0.7835714049200404,0.0013414826679918818,0.04152145016599785,0.8075111626795346,0.0009627046301767967,0.0247799381619023,0.8726479926821112,0.00043699478525945003,0.03421614933600226,0.912330719892452,0.0006950771087854367,0.041638251211561235,0.8276193779566219,0.000774205928096762,10.366575818291333,4.0572490739395475,7.2119124461154405
explosiv,0.12895299354725975,0.9555769375111435,0.004688319576675664,0.28375679041116925,0.8806486902603,0.013519779830346386,0.3015209181076389,0.9118064995481069,0.017963971394950068,0.3350097994872574,0.8910437171712812,0.02284015225508545,0.2740823468856387,0.9588190476439349,0.05068955444522405,0.3296943739561711,0.9238802321210018,0.07829031032957358,0.2755028703991892,0.9202958540426279,0.03133201463864253,4.041842803868783,3.8385226874453657,3.9401827456570744
fast,0.08989216786307784,0.9467089693972233,0.002662766501057562,0.1724673553244569,0.9185840921018743,0.008723934095696415,0.17615683189091774,0.9289984824141235,0.00927274926425569,0.1752903645000725,0.9501344828644868,0.011838950542932655,0.13614566096668848,0.9410376621825725,0.009349401430636301,0.14566366548578327,0.9488001853459838,0.019223211386771015,0.14926934100516612,0.939043979051044,0.010178502203558272,3.598544538241904,10.322008140599289,6.960276339420597
fast_slow,0.10778544647619129,0.9787692212635616,0.0033271215645142476,0.29377766015151374,0.8991915107160234,0.013988037551658075,0.3273195462229733,0.9046096840351974,0.019598022855475742,0.3279379896604671,0.9235239700129849,0.04044624734451645,0.21810442603981264,0.9395812856642546,0.02485552706260093,0.25090271157140914,0.9214301982329974,0.04316366688972966,0.2543046300203945,0.9278509783208366,0.024229770544749184,3.643179404851098,6.747032203779467,5.195105804315283
fast_slow_fast,0.10549175230664246,0.9369287825056032,0.0032343133926804684,0.2092373871865372,0.9156346086648778,0.011794809269855749,0.20176677667768672,0.9059171306067816,0.012151234769788641,0.2320935333025686,0.9354979484125439,0.019096058599480565,0.17275516476171712,0.9341647883053265,0.01757225473322385,0.1782597482891842,0.9454313150950041,0.032324546902388555,0.18326739375405607,0.9289290955983562,0.016028869611236302,3.4718814423129136,6.8893812940993095,5.180631368206111
freeze1,0.03542283624410629,0.7433027096960069,3.0081258728387184e-05,0.10269476640969515,0.6382848827188534,3.263710191276914e-05,0.15588741563260555,0.15351031217158362,7.809867238393054e-05,0.025181107595562933,0.63031579995629,4.059701614096411e-05,0.0176254840567708,0.8389150632356668,1.9094876643066526e-05,0.02590948548167944,0.884183029306292,4.6184162147255845e-05,0.060453515903403365,0.6480852995141154,4.111551465939556e-05,6.3945454913246245,0.8142725806397559,3.60440903598219
freeze2,0.037205032212659715,0.8170486704056475,1.3948762807558524e-05,0.08327771173790097,0.7468596436235557,7.50341863522408e-05,0.3875139033421874,0.5806922626455117,0.0001401825579250726,0.0338196970988065,0.7309003379721261,0.0001446437113600041,0.020671250950545072,0.7736867508751107,3.0438824501288765e-05,0.024726577615365387,0.7147863714179311,3.8640788034172147e-05,0.09786902882624418,0.7273290061566471,7.381480516338949e-05,12.298388998219863,2.6780111035033514,7.488200050861607
gait_fast,0.12933191058634244,0.8985886445435023,0.0020068217842782645,0.13094261252674563,0.8341304060946814,0.0016350087488685209,0.2056274678448004,0.8689541375694207,0.006504190875228338,0.13581878731825522,0.9242008272066542,0.0033145873187276726,0.22244652854485134,0.9604649445504989,0.019255319787332935,0.13503567962517293,0.9271922396474468,0.007331973323095504,0.15986716440769466,0.9022551999353673,0.006674650306255205,2.4529499069282705,4.986624547934325,3.7197872274312975
gait_slow,0.11957869762027601,0.891223019688292,0.0025000272095446214,0.10808281664320696,0.7966313649212576,0.0010796518864637059,0.208646126980044,0.8655852249747279,0.008251106438318926,0.09911286524209961,0.8863348570355941,0.0012369342154230716,0.23991576684785293,0.9443792799507513,0.022445849697874325,0.10845242674468354,0.8585527872261501,0.0027753933631965177,0.14729811667969384,0.8737844222994622,0.006381493801803528,2.811475526877817,3.2835328972176145,3.0475042120477163
pause,0.05896791908890009,0.11862447654622635,1.1060595133877931e-06,0.09519431117389883,0.06532605935614538,8.133240497240227e-06,0.07335610636288212,0.22223080344784396,5.299070092167399e-06,0.0037324610033205577,0.15958022366745775,4.67511542926299e-07,0.004222955436090983,0.2500359447479488,9.349048315108294e-07,0.010003630298056773,0.15349436184248744,4.3445274513604067e-07,0.04091289722719156,0.16154864493468496,2.729206537061431e-06,0.6767569338578394,11.464647202359984,6.070702068108912
