model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,1.3974095089361072,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0013114605098962784,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.029164645820856094,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.0415491005405784,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.0976089080795646,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4287177510559559,yes_classical_filter
