model_name,model_role,num_windows,rmse_mean,acc_norm_rmse,gyr_norm_rmse,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
tcn,trained,8633,0.11675491185346941,0.11900787553385346,0.12274509544264675,0.8489858323707952,5.682104480283719,0.006683566844340593
