experiment_id,rmse_acc_x,pearson_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,psd_distance_gyr_z,rmse_mean,pearson_mean,psd_distance_mean,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
exp01,0.056022645129904444,0.8528066385913589,0.0009921284708265168,0.13624281205537642,0.7495514357300485,0.0036971364420435885,0.11847096083598149,0.7891166750026439,0.004623659698669007,0.10253235634665665,0.8132323730009703,0.006687853226140143,0.06916659934849546,0.837112471508322,0.004490698251306161,0.07926756532891913,0.8537349173607546,0.008862687557637266,0.0936171565075556,0.815925751865683,0.004892360607770447,6.899879235039462,7.564024279216699,7.231951757128081
exp10,0.12369845637788429,0.8843261810912558,0.002226913765774182,0.11929798579430613,0.8087828172435615,0.0011868770227350962,0.20146039403068994,0.8583434263815715,0.006716148976974477,0.11177679525660453,0.9006599955183837,0.0019821091336902933,0.22848244079637958,0.9399351700284054,0.02030836121342594,0.12600914131262866,0.8831114204367062,0.0050721569147698774,0.15178753559474883,0.8791931684499806,0.006248761171228311,2.619055729460709,4.795633764803876,3.7073447471322925
exp11,0.06695477621618406,0.9226103452638296,0.0013213481173924956,0.15830856820602723,0.8283632823450912,0.005687061762672071,0.18720517680848853,0.8633356315019325,0.0056155860984495425,0.13054263277702102,0.9004899615992307,0.018020026649238133,0.09567558761416593,0.9410663560841623,0.00991706573707025,0.11782149756070158,0.9093480926784211,0.014779829263777496,0.12608470653043138,0.8942022782454446,0.00922348627143333,5.034176748519851,3.9480551302755917,4.491115939397721
