motion_name,rmse_acc_x,pearson_acc_x,input_rmse_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,input_rmse_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,input_rmse_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,input_rmse_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,input_rmse_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,input_rmse_gyr_z,psd_distance_gyr_z,rmse_mean,input_rmse_mean,pearson_mean,psd_distance_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
canonical,0.1894053593521345,0.8564429619071393,0.37649555481462316,0.005626497029447819,0.38017646964978086,0.6888963313316452,1.5092786920002916,0.025638379014501632,0.22326707805676216,0.7516772743176314,0.7903403583363715,0.021387140069929377,0.07235503845361316,0.8053095456119292,0.3141046079404822,0.0017328508346583827,0.02766777440344661,0.8840397837794308,0.08613678858223879,0.000416120557539172,0.0312155849742174,0.9232888651546317,0.07372593501138247,0.0006060100389647842,0.15401455081499246,0.5250136561142316,0.8182757936837346,0.009234499590840195,0.18844552983487534,0.06039057553597641,0.5313302954743532,0.27565003376750447,0.2642829690195592,0.04374613261042572,0.8920382017170954,0.1579891105113678,0.6277552326975363,0.11424297790094208,15.138373734874106,7.899256338008686,11.518815036441396
explosiv,0.7607186499035965,0.9515094140263305,1.8206801997402966,0.1464972096390754,1.5748612255363141,0.8695166075919036,3.7418305142451143,0.3352645848396282,1.5247442687719555,0.9023200943396041,2.806798934532424,0.39099200378168153,0.5800611070341478,0.8916386994511827,1.6496268583051228,0.06446659578026101,0.326233570536567,0.9575511671775611,0.6003074212978452,0.0694249798796745,0.30097280555104805,0.9246461254013902,0.5049288818770546,0.06355930486155618,0.8445986045556049,1.8540288016663096,0.9161970179979954,0.17836744646364613,1.054614441374601,0.4077235717136981,2.710093823428881,1.3031845888849032,1.2867747147372885,0.40242249437392097,2.7897698828392783,0.9182877204933408,1.5029951681019895,0.51586522611942,4.531020084530903,6.910725092029309,5.7208725882801055
fast,0.5049520108598069,0.940706815591845,1.2787674572318792,0.07473012844691311,0.9511191805967918,0.9116248428852812,2.9554960190103605,0.18318326761656356,0.818981648920677,0.9223467829520913,1.8356458974429049,0.15588448519062975,0.3023112408046682,0.9488578074258901,1.1992895524133929,0.025333282082264437,0.15397651474743795,0.9417962172285139,0.4468234389997983,0.01043001435828404,0.13024256442798876,0.9492296489258867,0.3040327786544087,0.01377843824908238,0.47693052672622843,1.336675857292124,0.9357603525015847,0.07722326932395622,0.7869553274618318,0.24047721480601467,2.062595104153913,0.9339305877027353,0.7583509467924252,0.19551010666003163,2.0233031245617146,0.6500485900225332,1.2649521777692896,0.45453848336250163,4.916284002017573,13.744342949259593,9.330313475638583
fast_slow,0.631244281736704,0.9768344198328095,1.5131956027104305,0.10904386500792149,1.6445073220019157,0.8928213886487641,3.5964906859856387,0.3624651541897597,1.5624027422987499,0.9004293029533929,3.005042956998715,0.3935988670591122,0.580467893054279,0.9224230715265279,1.4952455774522744,0.12445880294690141,0.24199905358254908,0.9446232743330085,0.5919714620480171,0.028025060244041156,0.2270655100592054,0.9260330097437128,0.3822239929810166,0.030366743914377225,0.8146144671222338,1.7640283796960154,0.9271940778397026,0.17465974889368555,0.9156475743422141,0.447758374004983,2.211015587586623,1.1955645092977927,1.2793847820124564,0.34984415223201115,2.704909748564928,0.8231470108271027,1.4255249665524714,0.4733028585950916,6.003388819772721,12.59142503215385,9.297406925963285
fast_slow_fast,0.6150480465830437,0.9346405884818374,1.4924010926281057,0.09337944497661586,1.152894635250171,0.9118805452207192,3.1799936983556973,0.2660266791355839,0.9876665841388915,0.9009569230202528,2.305155920463481,0.20395687086135608,0.4034771285945594,0.9357218031539752,1.4098017149421918,0.05141874368957192,0.19906122372956903,0.9330034559422441,0.5415105074192287,0.023239593594957784,0.16574346659527647,0.9439724096297929,0.3383519060815507,0.028625026922121464,0.5873151808152518,1.5445358066483759,0.9266959542414703,0.1111077265300345,0.9306759099342994,0.3065633047266775,2.3003885049905097,1.0778718838118948,0.9185364219907021,0.25609393963980165,2.3258502371490946,0.7632213761476572,1.4073138151583926,0.5071274365078554,5.056648316309665,12.43334081242164,8.744994564365653
freeze1,0.21283578872680664,0.7384586324948017,0.2684943176805973,0.0028654288871621247,0.5564767599105835,0.4973260669298193,0.8369518339633941,0.00281965101021342,0.7528757721185684,0.13196561298260506,1.9251985371112823,0.007166589073312935,0.04190306477248669,0.6741755064245583,0.13789855539798737,0.00013930704717495245,0.021175271738320588,0.8594466259547595,0.04536340460181236,3.896174321198487e-05,0.020494574587792157,0.9112902079012322,0.021985374856740236,5.0399782458043775e-05,0.26762687197575963,0.5393153372686357,0.6354437754479626,0.0021800562572555767,0.23913305401802062,0.03337026024237275,0.2603509649634361,0.11695957705378532,0.5073961069186528,0.027857637032866478,1.010214896251758,0.06841577828551332,0.5028187893331051,0.04055814125264684,16.567771055236477,6.547750993886282,11.55776102456138
freeze2,0.2200570236891508,0.8368147764533704,0.28641321286559107,0.0006311676486802753,0.44171011075377464,0.6910765830603913,1.0235823288559913,0.0029743502149358393,1.8417171269655228,0.46667793054872025,3.2385826110839844,0.005650546815013513,0.057541107013821605,0.7280104800234101,0.23639160990715027,0.0003838314943095611,0.022305585630238055,0.8016994776119392,0.06401545032858849,3.592978296182991e-05,0.023190851928666233,0.7418600041862207,0.036260852497071026,3.938435461350309e-05,0.43442030099686235,0.8142076775897295,0.711023208647342,0.001619201718419087,0.16486348137259482,0.04824899369850755,0.4354805901646614,0.21858671307563782,0.834494753802816,0.034345848190908634,1.5161927176018557,0.11222263757760327,0.6816979637990396,0.07787678938669464,16.034020425709766,5.024111269958391,10.52906584783408
gait_fast,0.8543265754439561,0.8858158040851607,1.9291398633684358,0.11207447807736674,0.7212977312615352,0.8290482768082202,1.877754296002717,0.04207401094153028,1.0081521426956055,0.8686119848101116,1.7052355303626343,0.12817463567904636,0.2431103056571974,0.9184279774355232,0.8128834034063913,0.008742761906353336,0.3118635767451465,0.9540843383359049,0.7492705646668345,0.03326777636735718,0.13602309750227873,0.9181895169348163,0.23595001589979409,0.006970666717840877,0.5457955715509532,1.2183722789511344,0.8956963164016228,0.055217388281582465,0.9030164280254852,0.31857192694769226,1.9204552357805333,0.9343405339187882,0.8612588164670323,0.23033232663487418,1.8373765632445955,0.5993679946576732,0.9761177467775634,0.36903566802279913,3.11189073919022,7.6942558177241684,5.403073278457194
gait_slow,0.8224771931205156,0.8826299601480151,2.0330725265608267,0.1593505317751308,0.5967983741430366,0.7819133506056531,1.3191369204213783,0.02826766854865219,1.0025741033045188,0.8711824371755301,1.5771954188181918,0.18063804240587933,0.17497928373211022,0.8708664726940738,0.5422796214828209,0.0034302657607774333,0.3644428973119858,0.9319943690013497,0.8497458433274051,0.0472035295260518,0.11685288890481652,0.8454160524556275,0.16917522216139583,0.0029497230394920832,0.513020790086164,1.0817675921286698,0.8640004403467082,0.07030662684266394,0.8808491530962897,0.36212612597517807,1.9155423299673031,0.9442820598482617,0.8072832235226904,0.21875835664963753,1.6431349552667989,0.5204002289905406,0.8358517317441088,0.30164187234090306,3.8835961434648634,5.511857470932725,4.697726807198794
pause,0.3522507097749483,0.06935963637835268,0.33932453221863224,0.0004120635045009771,0.5587048577410835,0.05865455477701031,1.1223072873694555,0.003440754308221152,0.34044707658744994,0.13315294281871487,1.10792856986324,0.0008221673327473885,0.005875913867549527,0.19113004070633655,0.008238047243849862,1.6943647655883372e-06,0.003993391356475296,0.23586671594400108,0.006130554891812304,1.0387393186441669e-06,0.007798655691467935,0.10342014721710305,0.008037459313692081,1.1791548745336622e-06,0.2115117675031624,0.431994408483447,0.1319306729735864,0.0007798162340713807,0.08956313425941127,0.005386217865383341,0.0556825379353194,0.00823918359265441,0.4171342147011606,0.005889320305164252,0.8565201298171093,0.00746868714978475,0.4393859151159487,0.0015793668446204966,1.7201589645020772,28.4351532929038,15.077656128702937
pause1,0.1387484500674825,0.8797385609056196,0.2870308988972714,0.0006355679618297329,0.2984775092256697,0.6323894287804039,1.3318284994677494,0.005399718352265681,0.15668577649875692,0.6980535498205065,0.840336737036705,0.0012859707335959876,0.028266244646357862,0.8689067743806534,0.1506715922763473,7.94620242136022e-05,0.01364633851733647,0.8907311053135409,0.048705813720038064,3.949390372901306e-05,0.01622419512193454,0.9477278390835029,0.029850942425821956,6.700017589345838e-05,0.10867475234625631,0.4480707473039888,0.8195912097140379,0.0012512021919212457,0.11585558480338047,0.022222225941521557,0.2631865266906588,0.12704671703671155,0.19797057859730302,0.019378926095209623,0.8197320451339086,0.07640944947406911,0.6217614665366055,0.05703052337885949,15.795779431246492,6.7708422810517765,11.283310856149134
pause2,0.22685035035635034,0.24589709956090988,0.38435197497407597,0.0011138761166269737,0.4212514782945315,0.14973675471259687,1.590990432103475,0.017169445882397365,0.1484678264086445,0.3479718397284142,0.4314443748444319,0.003609608880954814,0.06533516511941949,0.36109302106631935,0.22677173289703206,0.0007569316131582108,0.020231818780303,0.266050731084133,0.06728267370102306,8.933395847865455e-05,0.02486835546248282,0.14930721835804167,0.05651086117529,0.00021698948157459577,0.15116749907028862,0.4595586749492213,0.2533427774184025,0.003826030988865102,0.2059093669367333,0.060787466688392064,0.3471930374391377,0.2260280295352762,0.26552321835317544,0.03681177978740177,0.802262260640661,0.11685508925778171,0.5367390422874855,0.08004330947037994,5.330422269546834,18.049659447157143,11.69004085835199
