model_name,model_role,num_windows,rmse_mean,input_rmse_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
tcn_causal,trained,8633,0.3960924685231709,0.9419132483336161,0.5226335231450802,0.18176156961512058,1.2493681899278055,0.6131447047228668,0.6477569864370318,0.14442795060930994,1.490046875632864,0.3937796210343687,0.8422898891958319,0.24935167042505874,0.8489050030148294,8.249132320009197,0.057598680104929925
