model_name,model_role,num_windows,rmse_mean,input_rmse_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
mlp_causal,trained,8633,0.6952202656620393,0.9419132483336162,0.9681451856577785,0.46464949166320907,1.2493681899278055,0.6131447047228668,1.072647603126994,0.3177929281970845,1.4900468756328638,0.39377962103436864,0.41739927250586983,0.07598669283728411,0.7215838948168953,6.765623398796137,0.19006526541184643
