# sampling frequency: 40
# units are seconds/meters/radians/a.u.
seg1_acc_x,seg1_acc_y,seg1_acc_z,seg1_gyr_x,seg1_gyr_y,seg1_gyr_z,seg1_mag_x,seg1_mag_y,seg1_mag_z,seg2_acc_x,seg2_acc_y,seg2_acc_z,seg2_gyr_x,seg2_gyr_y,seg2_gyr_z,seg2_mag_x,seg2_mag_y,seg2_mag_z,seg3_acc_x,seg3_acc_y,seg3_acc_z,seg3_gyr_x,seg3_gyr_y,seg3_gyr_z,seg3_mag_x,seg3_mag_y,seg3_mag_z,seg4_acc_x,seg4_acc_y,seg4_acc_z,seg4_gyr_x,seg4_gyr_y,seg4_gyr_z,seg4_mag_x,seg4_mag_y,seg4_mag_z,seg5_acc_x,seg5_acc_y,seg5_acc_z,seg5_gyr_x,seg5_gyr_y,seg5_gyr_z,seg5_mag_x,seg5_mag_y,seg5_mag_z
0.42531498703535536,-0.1738395419856558,9.591970180198347,0.41041704905201154,0.01336089986879506,-0.00045176668176922325,-0.4738240049963702,0.03469805091948638,-0.5206022004924572,0.095457388060474,2.3185717517164144,9.514968620603453,0.001385113779827929,0.003008752043802177,0.01891233755927191,-1.0036925541985553,0.3482595966857428,0.4418481601779777,-0.12058162836909661,1.221574657634034,9.654184400879762,-0.02188755270605508,0.006210089555308136,0.007570980666645082,0.7253838895379658,0.28033050431907003,0.8581402124169384,0.299319773526794,1.1588121553569146,9.81050605579987,-0.022292842227073634,-0.00048030203140976666,0.009603290654636377,0.2932591941767797,0.00741197661950326,-0.62336406971719,-0.7634121376589188,0.9181270661391199,9.61447467196408,-0.014294300587520048,-0.010609483713340523,-0.0048139484885056875,0.27636020345398876,0.09716696479502555,-0.7082995655662878
0.4013922483766651,0.30223344085133985,9.730835705065946,0.44487788033661335,-0.004123491401524467,0.0350332863840018,-0.46917849927948063,0.030906847720739185,-0.5255687788860954,0.10637735803588631,2.432497859921903,9.581554781582199,-0.010175964988148118,-0.0014231911006068563,-0.010665790249725386,-0.9976364992985255,0.3524053327958262,0.4378643392541191,-0.11326919977351889,1.1441875207524383,9.645520506183741,-0.006512166791414279,0.004821532665770146,0.005619336298328521,0.7288560114901562,0.28347841883990593,0.8652055081162441,0.3162407264643344,1.081332965556651,9.8228570802748,-0.005531514350432698,0.004387285149461211,0.007811638945078955,0.2972412515636797,0.008048813674224947,-0.615336178865094,-0.7056455300246053,0.8565229820335383,9.627361369172275,-0.007865581246492543,0.003100742117731768,-0.0011724380470409085,0.27908682595740963,0.100518896156827,-0.7026648286718437
0.45438055259982907,0.6739863162339228,9.994806728775625,0.2047529470450428,0.0005123088998719198,0.0419180112357565,-0.47446909414069793,0.026634255850410272,-0.5207029083859629,0.09654754680517756,2.245687948846335,9.538963464155907,-0.022165962008003335,-0.00759182434463079,-0.029746256527166975,-1.0024696369330295,0.3507180600623698,0.4435298239932103,-0.1180623834331676,1.1836862943485513,9.628792505292784,0.01098215212788494,0.0010783411420977203,0.0011199812593305624,0.7370692844456082,0.2828681995947837,0.8568088617718919,0.2940428451767193,1.185966419783079,9.841051301774687,0.012945065160016924,0.00670315726291854,0.0021060778028122386,0.3064800485359472,0.009963624281612193,-0.6219941130674617,-0.8010184137280933,0.9471820788568465,9.702730417098216,0.0008774906120324881,0.017457049614934703,-0.0033152461398066467,0.2865837418390672,0.0982516726151265,-0.7101166761391038
0.41671669073352485,0.43348183525781914,9.856067824560796,-0.22455151112215008,0.005728022309085841,-0.005000619780140552,-0.4701649873249642,0.030436008714051787,-0.5277650616470121,0.08895397074134356,2.166213757437082,9.535805383028363,-0.009276680301590009,-0.0026128193711819504,-0.008117701430557069,-1.0008182485755188,0.35385562889225214,0.4376337969130122,-0.1505702779025361,1.2288955473661283,9.652809925819584,0.0020639995580644605,0.0017410106821912222,0.0026351739276195348,0.7337891020538271,0.29141735988168294,0.8530009228457069,0.28341465172552194,1.2418118569460361,9.827735998359364,0.0038042285430825735,0.008408482209095455,0.005782741748627638,0.298211754465206,0.0159197117510222,-0.62456394617809,-0.8564013435981223,0.9379297848316653,9.851352747490667,-0.00766974228173779,0.013027548162233157,-0.0018653758903821528,0.28207340556851057,0.10416554294946795,-0.7158303441724339
0.42574723538801046,0.1879326746450747,9.745429458775597,-0.4240112630928956,-0.004562533017763209,-0.020826638130746557,-0.4636277934876256,0.042811160946716456,-0.5164192611485263,0.0924396838905602,2.276328709277002,9.566937154679419,-0.0008002445716076418,-0.0022647834528335908,-0.0034594036389793636,-0.9939162250922571,0.35860501274908607,0.4487779434849552,-0.13020262074897462,1.1875426419973618,9.667182663507193,-0.008178327350831105,0.002940585839647732,0.003782830641505263,0.7433375626085035,0.2863692123221874,0.8518818834123771,0.27679578228839946,1.1690926257725924,9.891926536127151,-0.008035461500368943,0.0007768544949047955,0.008735594116591881,0.3098715757895602,0.011430839219668075,-0.6266508089146849,-0.8031832750588246,0.8718895932858046,9.894315052288395,-0.00677733883102349,-0.0009258859171313455,-0.0016570864907900847,0.29043571833134346,0.10076865873322097,-0.7130552281608095
0.4651924014468568,-0.3369024968203212,9.677290840823082,-0.3195662694875003,0.002511800771882883,-1.198852520215574e-05,-0.4695319412982165,0.04618090124981652,-0.5175527927627122,0.11071660056934003,2.3827117602425427,9.533763487532417,-0.014623398850354415,-0.004787067581421934,-0.015633461038245894,-0.9990366820820128,0.3529532340835473,0.44666042698399877,-0.11071167515147468,1.2358782126548913,9.652215679912418,-0.02133326288387037,0.003915287309115963,0.003740828653487668,0.7348637121642131,0.2804286231309456,0.8543741772772131,0.31177433927735265,1.2096573294560697,9.787141099309611,-0.018679632522551136,0.0005092809791649646,0.008298368014658717,0.299376332066078,0.011280451715855986,-0.626073387246054,-0.8101756551779391,0.9879903500475247,9.666557317584113,-0.011253355181555489,-0.008882001438755354,-0.003956099417318279,0.28287994994654014,0.09948495041140894,-0.7127379852574733
0.41438844954010956,-0.5331188877785544,9.532971654420225,0.013348104739812346,0.0018020706700255806,0.02017054355130849,-0.46814859322111335,0.05519982285569206,-0.5152476844865901,0.08522685289925153,2.1951346857663863,9.564141891320007,-0.015808456881633813,-0.0051341392929401064,-0.020015142985804847,-0.997124990489409,0.3637045731737409,0.4468115826072586,-0.15704656711725912,1.1267732567975817,9.647328052687099,-0.012043143421600164,0.00229608378065959,0.0034806819445276404,0.7353044831475699,0.2875083441623312,0.8549089286755167,0.2819323101963257,1.0966378253037874,9.844511467065967,-0.008300272366866611,0.006914736845509381,0.007101154623945708,0.30181140442930005,0.012001397324960073,-0.6275541488793313,-0.7452232443399862,0.8445766330306217,9.58064060712722,-0.011188696362569858,0.0045806581504386915,-0.0035785268777858287,0.2838135846968555,0.10317304524530589,-0.7139135262602404
0.45953644263631155,-0.35531625866677385,9.696857237670626,0.246311534086121,-0.00485877723787688,0.021926962167485693,-0.47149464995887047,0.04115143018344563,-0.5266393591937648,0.1036846053960219,2.1809883347117056,9.562015928807238,-0.004345260035012765,-0.003060660084193474,-0.006357762269631168,-0.9978993377986561,0.35336689983615377,0.4359061312085314,-0.11531459894796153,1.178703854817276,9.665666167203964,0.015428340892110261,0.00176538721635553,0.001663056912185153,0.7308978848574439,0.2928282989529929,0.8574374322912496,0.3164678719229707,1.1778969832022907,9.851944978137539,0.015698678599645858,0.006887053788323939,0.0039088104765713704,0.29850093747630235,0.019815935182519638,-0.6235615669295301,-0.7880888638097697,0.9154783761150588,9.782204820451561,0.0005873724261187784,0.017794401210192316,-0.0013591133888464055,0.2801679242768566,0.10602341747877657,-0.7106503837207988
0.4574225030010148,0.12144432424749296,9.859128101529382,0.3312611165244705,0.00773621601965304,0.019151678507599093,-0.4721871760168947,0.038676285417267184,-0.5247124873647588,0.115325329206566,2.3157176490778,9.540751189128402,-0.005907933572358694,-0.0012486714208518243,-0.0014119832107163746,-1.0005616256973382,0.35828028601590955,0.44150541673376714,-0.12360174647803529,1.2410308563619306,9.648541870714258,-0.00034703878092141215,0.003302923011016296,0.002808121911141969,0.7322044226615689,0.2867081260517442,0.8610407830409288,0.30076989199780335,1.2261495204807948,9.84192646140822,-0.0019500261567861237,0.003611148335668649,0.004987836373183014,0.30115538085698806,0.010711524408773323,-0.6173033680830866,-0.84650386818383,0.9514904613753539,9.841080991014733,-0.0053342343874197805,0.005296827233388807,-0.00021711232046799686,0.2822491345092039,0.09935072479306073,-0.7044307667478038
0.36471003503329713,0.47593984415181423,9.736716209520884,0.15420003241592675,0.008868045161896666,0.015630752762861556,-0.46973665184858504,0.03677244613319956,-0.5264642240119096,0.07113353787510807,2.308946763281644,9.543169009107698,-0.013906220303518806,-0.0032171060980361603,-0.006519982455803077,-0.9986405252678353,0.3592371388080326,0.4378215553256833,-0.16264621123875578,1.192825591076318,9.65339830606259,-0.016570094036626976,0.0033522504099461076,0.004062289355321113,0.7334391198458996,0.2811193657091252,0.8585452635167066,0.2652454258805642,1.172342993914765,9.841553913445855,-0.012964053135021282,0.0035550334527966135,0.00756455732094363,0.3003589290034235,0.009051009850475075,-0.6229241407921218,-0.8145462112193558,0.9150676679697014,9.7620678575756,-0.011794617681696005,-0.0031567542154935123,-0.004764084651387701,0.2839071400935968,0.09870316272759326,-0.7090998881698156
