model_name,model_role,architecture_name,num_seeds,parameter_count_mean,parameter_count_std,trainable_parameter_count_mean,trainable_parameter_count_std,parameter_size_mb_fp32_mean,parameter_size_mb_fp32_std,cpu_forward_ms_per_window_mean,cpu_forward_ms_per_window_std,embedded_deployment_verdict
tcn_causal,trained,tcn_causal,3,101326.0,0.0,101326.0,0.0,0.3865280151367187,0.0,20.30166134665099,2.011368071548368,possible_on_embedded_linux
