motion_name,rmse_mean_tcn,acc_channel_rmse_mean_tcn,gyr_channel_rmse_mean_tcn,pearson_mean_tcn,psd_distance_mean_tcn,acc_norm_rmse_tcn,gyr_norm_rmse_tcn,hf_ratio_improvement_mean_tcn,rmse_mean_lowpass,acc_channel_rmse_mean_lowpass,gyr_channel_rmse_mean_lowpass,pearson_mean_lowpass,psd_distance_mean_lowpass,acc_norm_rmse_lowpass,gyr_norm_rmse_lowpass,hf_ratio_improvement_mean_lowpass,rmse_mean_delta_tcn_minus_lowpass,acc_channel_rmse_mean_delta_tcn_minus_lowpass,gyr_channel_rmse_mean_delta_tcn_minus_lowpass,pearson_mean_delta_tcn_minus_lowpass,psd_distance_mean_delta_tcn_minus_lowpass,acc_norm_rmse_delta_tcn_minus_lowpass,gyr_norm_rmse_delta_tcn_minus_lowpass,hf_ratio_improvement_mean_delta_tcn_minus_lowpass
canonical,0.14659405407781542,0.2500921651325894,0.043095943023041455,0.8342364415310947,0.010186301169553212,0.17838034255176105,0.059006232540229,11.526946409270316,0.2808704482828475,0.5074890975290063,0.05425179903668874,0.8292300785208654,0.033499189683989634,0.37406241257717326,0.06782255754329856,11.204192781955937,-0.1342763942050321,-0.25739693239641687,-0.011155856013647283,0.0050063630102292755,-0.02331288851443642,-0.1956820700254122,-0.008816325003069565,0.32275362731437873
explosiv,0.8122598533281835,1.2326606235851003,0.3918590830712668,0.9207899594602713,0.18579060645782752,1.0210645461486558,0.40410109731858057,5.638475395571013,1.066372262107703,1.6561264963810054,0.4766180278344006,0.8999863091732775,0.3836483330619079,1.5348194763822072,0.5176535496393503,4.904916778726648,-0.25411240877951946,-0.4234658727959051,-0.08475894476313378,0.020803650286993824,-0.19785772660408035,-0.5137549302335513,-0.11355245232076971,0.7335586168443653
fast,0.46802663259067906,0.7437946073925839,0.19225865778877424,0.9389705499284609,0.0877234685707861,0.7918251403822348,0.23511505070200656,9.345590928165414,0.7200418258718668,1.1578254203001657,0.28225823144356793,0.9172881161684149,0.2624738207481212,1.2994427921680303,0.31221870608950175,8.76313222002817,-0.25201519328118777,-0.4140308129075818,-0.08999957365479369,0.02168243376004597,-0.1747503521773351,-0.5076176517857954,-0.0771036553874952,0.5824587081372439
fast_slow,0.7901451571426618,1.2351858691909374,0.345104445094386,0.9289640957218342,0.17425077438606074,0.879989562699428,0.4366016763907212,9.204205546984117,1.1228092326639363,1.802759938648878,0.4428585266789947,0.8961159379235173,0.38771134409759656,1.5215736861412341,0.5353643550752447,8.542599735500746,-0.3326640755212745,-0.5675740694579405,-0.09775408158460874,0.03284815779831696,-0.21346056971153582,-0.6415841234418062,-0.09876267868452349,0.6616058114833709
fast_slow_fast,0.5610313096480067,0.8742834135187819,0.2477792057772315,0.931232544118921,0.1142020471942659,0.8970630246480661,0.3042674835200333,8.700544124757306,0.8975923341595002,1.4245578199536317,0.3706268483653687,0.9039571878318508,0.33198666205394867,1.5564628395296278,0.42232906512134444,7.581808226195038,-0.3365610245114935,-0.5502744064348498,-0.12284764258813718,0.02727535628707023,-0.21778461485968276,-0.6593998148815617,-0.11806158160131114,1.1187358985622673
freeze1,0.26160567314364014,0.4971768615146478,0.02603448477263252,0.6839317893256418,0.0006220369454240426,0.21954277008771897,0.03275535497814417,9.955794606713898,0.5226471030463775,1.0208233249684175,0.024470881124337516,0.7959625946500349,0.0003162894551072289,1.2951742231845855,0.03074608501046896,11.018981083323597,-0.2610414299027374,-0.5236464634537698,0.0015636036482950047,-0.11203080532439313,0.0003057474903168137,-1.0756314530968665,0.002009269967675212,-1.0631864766096992
freeze2,0.41996216249341767,0.8052772005399069,0.0346471244469285,0.7299037698150264,0.001046197274198827,0.14919160008430482,0.050265222787857056,10.44584437664373,0.4671001078638558,0.8988612186163664,0.03533899711134533,0.7359014253190378,0.0010519852304469168,0.6703424528241158,0.05039470549672842,9.923911049099258,-0.04713794537043814,-0.09358401807645944,-0.0006918726644168302,-0.005997655504011434,-5.787956248089763e-06,-0.521150852739811,-0.0001294827088713646,0.5219333275444722
gait_fast,0.5042237844379704,0.8036680294876712,0.20477953938826957,0.9029694129241767,0.047594195064207256,0.8577210155650606,0.27015411176860993,5.467972005566788,0.7154857503205893,1.1486234982196726,0.28234800242150604,0.8559206088674597,0.1024300846150489,1.2657333551662897,0.3826645892212085,5.065575960650223,-0.2112619658826188,-0.34495546873200134,-0.07756846303323647,0.047048804056716964,-0.05483588955084165,-0.40801233960122907,-0.11251047745259857,0.4023960449165651
gait_slow,0.46540983884763243,0.745185610859321,0.18563406683594394,0.8726905465050873,0.05272642650476943,0.8292421230003706,0.29072646881137393,4.710312555274745,0.6593338955830503,1.0838618795920467,0.2348059115740539,0.8420259402656295,0.10645326378226969,1.264386795451806,0.39268353775468706,4.488949472478577,-0.1939240567354179,-0.3386762687327257,-0.049171844738109954,0.03066460623945777,-0.05372683727750026,-0.4351446724514354,-0.10195706894331313,0.22136308279616834
pause,0.19283348048209317,0.3804246313958651,0.00524232956832127,0.17249189627919703,0.0002970163403957379,0.06644984462431498,0.005896553942667586,16.47893912251228,0.3207321288645275,0.6364765874213643,0.0049876703076907215,0.22766318878560254,1.1854654850690989e-05,0.3556652510716092,0.0043983205338008705,17.60023353973984,-0.12789864838243434,-0.2560519560254992,0.00025465926063054835,-0.05517129250640551,0.0002851616855450469,-0.2892154064472942,0.0014982334088667155,-1.1212944172275598
