model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,1.3678572932258248,possible_on_embedded_linux
gru,trained_comparison,gru,152070,152070,0.5801010131835938,2.9226113809272647,possible_on_embedded_linux
transformer,trained_comparison,transformer,399110,399110,1.5224838256835938,1.439899131655693,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.001406269147992134,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.029126540757715702,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.107344320975244,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.1211871691048145,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4327497212216258,yes_classical_filter
