motion_name,rmse_acc_x,pearson_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,psd_distance_gyr_z,rmse_mean,pearson_mean,psd_distance_mean,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
canonical,0.033868646819874726,0.8749168638499546,0.00017730131500719247,0.07030515528908422,0.7082661251901093,0.0009244344445975953,0.04755595256018833,0.778406334578372,0.001081405344592926,0.04181301637224599,0.8089800592607121,0.0007147187597453162,0.02491831896662585,0.8736130227440955,0.00035361236232231164,0.03468226905785162,0.9122522284903604,0.0005865071715608006,0.04219055984431179,0.826072439018934,0.0006396632329710237,10.369304013473172,4.040446430839753,7.204875222156463
explosiv,0.12792306772228015,0.9563131991869177,0.004770561341118051,0.28424062265430466,0.8776495071652218,0.012427041968106296,0.30604463888300676,0.9101365632658295,0.017736799137393542,0.3375673291036638,0.8904132583733377,0.023427028018849636,0.26501118627266357,0.9606601306147539,0.04916124693305793,0.3190503547189094,0.9266608384660814,0.07512391510987781,0.2733061998924714,0.9203055828453571,0.030441098751400542,4.039726256865039,3.8359170676808376,3.9378216622729383
fast,0.08984695630586849,0.9464960547886222,0.002611926230482371,0.17472105258001158,0.9145455937520705,0.007056836358213412,0.1736762150271366,0.927064924532267,0.008310991483474913,0.1754226875641437,0.946448973402858,0.011444934825112631,0.13178545427822078,0.9430342490708308,0.008914829414371075,0.1433127543586754,0.9494722751368121,0.01826391205063825,0.14812752001900942,0.9378436784472435,0.009433905060382108,3.61593678168865,10.371045132896908,6.993490957292779
fast_slow,0.10861332507517475,0.9787539666597959,0.0030841563654855865,0.2968998185430582,0.8989258917043847,0.011704104748423561,0.32697829650714993,0.9067343662058555,0.0191099694172198,0.33009066020066924,0.9227293525908067,0.04108982242365668,0.21237271590731466,0.9412563481154265,0.02283666916965348,0.24923500225950893,0.9215237362446491,0.04030656892433539,0.25403163641547927,0.9283206102534864,0.023021881841462415,3.670817545906236,6.676270330449685,5.1735439381779615
fast_slow_fast,0.10487905699604501,0.936580400932686,0.0029711338177119693,0.20573075669152396,0.9154544116792156,0.008714927065679017,0.20244052406023477,0.9070220562929469,0.01108644512067622,0.23382031056542127,0.9368640987875735,0.019704950493481824,0.16553180055870187,0.9366379087504297,0.014473001964248082,0.17526226795411537,0.9473161587892509,0.02813342494692845,0.18127745280434038,0.9299791725386838,0.014180647234787593,3.4828299861474235,6.860692996946019,5.171761491546722
freeze1,0.036002526152879,0.7879646696024772,2.9275777160364667e-05,0.1053231006488204,0.588714789598167,3.131878188469273e-05,0.1566383272409439,0.24545339454764364,0.00010558067733654753,0.02465913789346814,0.6511361361001066,4.34427721756947e-05,0.017619419563561677,0.8631700446436404,2.650303808877652e-05,0.02000427572056651,0.9256526375709461,4.3914774778386345e-05,0.060041131203373274,0.6770152786771635,4.667263690407708e-05,6.34808044741149,1.1454974105529299,3.74678892898221
freeze2,0.03556067058816552,0.8177598596630229,1.3877011974727793e-05,0.08974006725475192,0.7202585589898731,6.653943851233634e-05,0.39253056133165953,0.5790661074984197,0.00011489360517771274,0.03573065414093435,0.7180782581010842,0.00015058162850891676,0.020215287851169706,0.7778191262912966,3.375478004272736e-05,0.02311745323240757,0.6982109708614646,4.1485339397695495e-05,0.09948244906651477,0.7185321469008602,7.018863393568609e-05,12.320084125243923,2.6729408951471463,7.496512510195535
gait_fast,0.13036142094381925,0.8966686023027106,0.0021335957840000973,0.13317543280499028,0.8303900817143649,0.0016101694053060913,0.20455979284981787,0.8712515298398462,0.005964906778760827,0.13400101233640768,0.9269525173846417,0.0030672759761660607,0.22729752747309875,0.9597030403798065,0.020158202610845735,0.13630806849214244,0.9286438102806921,0.007029896895601537,0.16095054248337937,0.9022682636503437,0.006660674575113392,2.455025901548723,4.965330939649601,3.710178420599162
gait_slow,0.12088144540599308,0.8915446701422054,0.003026144843911314,0.11136227332102427,0.7855545314510566,0.0010832243082233,0.20549703779273062,0.8717343523971561,0.008612479177591599,0.09713340190696126,0.885860717138724,0.0011548087136665432,0.24023718833864766,0.9451957005024139,0.02351576836137418,0.11140942136089335,0.8584367982986376,0.002749385486705691,0.14775346135437503,0.8730544616550323,0.006690301815245438,2.808924901387088,3.2750309132038105,3.0419779072954487
pause,0.056430629956802085,0.13514207889006633,6.071838416774188e-07,0.09491468893275375,0.059380325854575935,1.7698937178947527e-05,0.07601247861803997,0.20665148352534338,3.3846878845148847e-06,0.002960910879829455,0.20805427269073784,2.0522385507807226e-07,0.0036805766933996763,0.27458658150708604,6.581623963037535e-07,0.0074285411375707815,0.1790258837471106,4.821508579225121e-07,0.04023797103639929,0.17714010436915334,3.839391002407361e-06,0.706614918762176,12.109860076868134,6.408237497815155
pause1,0.022005237751689395,0.8968289280397846,1.3954135804277412e-05,0.060689292926537367,0.7395638562542239,0.0001467237918261258,0.03425863830274657,0.756596670149985,5.5505644243232e-05,0.016209350673383787,0.8757795258670726,3.105426033854249e-05,0.011631463227891608,0.8893679122074035,3.9773241732482827e-05,0.017474862565531542,0.9475562328722106,9.746104337146359e-05,0.027044807574630042,0.85094885423178,6.407868621935401e-05,9.882480046426855,3.7333876175851706,6.807933832006013
pause2,0.04345996667786191,0.2947725755972654,2.9599637591933476e-05,0.06553334202617407,0.22145107800455635,0.0006362702882853454,0.029748939365769427,0.4288124077006609,0.00015800364464316392,0.03296864161772343,0.34845916608173194,0.0001350578218537753,0.016678186748564864,0.3271570442265784,4.831751571998666e-05,0.02646523999865167,0.1714949294824467,0.0003577700785119949,0.03580905273912423,0.29869120018220663,0.00022750316443436662,6.869165948409447,8.368746522488077,7.6189562354487625
pause3,0.04361186009399327,0.05614746293401679,2.2132559231684875e-07,0.08281636967190674,0.014989133043042318,9.32299139760419e-06,0.012658224906772375,0.07770226568707178,5.296741128241982e-07,0.0026502309450214465,0.11009234397462572,9.843468080004771e-08,0.006752578593191824,0.023144971030093924,4.12489215051437e-07,0.010624328167510352,0.04599147584879104,1.0765705452188611e-07,0.026518932063066002,0.05467794208627359,1.7820953421864346e-06,0.05011674406421619,17.68583574272238,8.867976243393295
pause4,0.0487197777122196,0.22258151046344518,1.8045085188396692e-05,0.21795349944446046,0.060738128547723244,0.0009571157471858611,0.04303203507847453,0.17980955954476452,0.0006867161330947673,0.02255660642246258,0.18606833762856342,0.0011275538198947457,0.014746494081376467,0.16677368865315265,0.00014645615561756543,0.017010062777484625,0.10650128276543747,0.00020028334045389762,0.06066974591941304,0.15374541793384774,0.0005226950469058723,1.314664023428397,27.14305332946644,14.22885867644742
quasistatic1,0.04000838536667288,0.9075068748753419,3.6846731519890594e-05,0.07399776869860944,0.7576534393379938,7.13965052518084e-05,0.12559729389322455,0.846389316161042,0.0001546215984888022,0.014541713496873854,0.9037099256564624,2.3323100919725447e-05,0.016542324579131674,0.931751272197199,5.738604704101924e-05,0.018825239248690194,0.9027806948985585,5.820310297064424e-05,0.048252120880533766,0.874965253854433,6.696284769864835e-05,6.8887908885951985,5.694868531561621,6.29182971007841
quasistatic2,0.039331594402236596,0.9708372258275602,0.0001954019477120617,0.09360330188266781,0.8511811662809019,0.0004754469856825195,0.14833136597572236,0.880445511114553,0.0005829623838137047,0.024398350761253008,0.9141810186400954,0.00014012506126210629,0.031064371785567122,0.9704249914807493,0.0004912732618526652,0.042844889809054376,0.9457639761893005,0.0008685599729316742,0.06326231243608355,0.9221389815888601,0.00045896160220912195,6.861697372182526,3.3457258817336117,5.103711626958069
rotation,0.04741000108000252,0.9638389471200953,0.00037412694459083964,0.08739660482012457,0.9005716751386574,0.0006618528938903887,0.1503136484312915,0.9034674965727093,0.0010504295192555629,0.0499666127586557,0.9397270791377287,0.0005801149176536015,0.062276764574550815,0.9814532322711124,0.0017377581833340715,0.09889808961100155,0.9600092610971592,0.0026882492383822777,0.08271028687927111,0.941511281889577,0.001182088616184457,4.204507976893068,2.2304955203312717,3.21750174861217
shaking,0.12930141363636052,0.9598795172278543,0.003927842444882476,0.3359463385330807,0.9320408750844814,0.021892683253195412,0.297779768879991,0.899982171683753,0.01785554394149059,0.3725241281545574,0.9302939270157943,0.06740605395143455,0.22807981125477358,0.9663051820976729,0.019893406529951408,0.2748383741908535,0.9368350385510618,0.03545005266689833,0.27307830577493614,0.937556118610103,0.027737597131308796,2.6038315585594454,3.8135773018465273,3.2087044302029866
slow,0.04358636542008473,0.9811308098689944,0.0005306135241017984,0.09027446001672591,0.8933757647881349,0.0009341562890487974,0.13255677568988922,0.9532087467853569,0.0012072332888167763,0.03831269110147006,0.9650301284810582,0.00042748071791720577,0.05225840244585505,0.9857872291675507,0.001905395028988539,0.0709161601578578,0.9611276584095176,0.0024574668841523817,0.07131747580531379,0.9566100562501021,0.001243724288837583,4.439850427210379,3.008859521359716,3.7243549742850477
slow1,0.03737001604179746,0.9799821998926767,0.00025318481646386363,0.0766302578151226,0.949318164872998,0.0014530568870373152,0.0824733996744623,0.9531760671044046,0.0014431491084512355,0.05071241834690583,0.9553459911766576,0.0004599157973399959,0.03334451192970743,0.9603282640448991,0.00044664654836656297,0.04091690538316658,0.9676427360082331,0.0007093610640461605,0.053574584865193696,0.9609655705166449,0.0007942190369508555,7.68390923009551,6.925902883718108,7.304906056906809
slow2,0.04101455321384443,0.9570544553011486,0.00048400794867366377,0.3034354491008295,0.8067082561203294,0.0026691034471622442,0.34467282017340534,0.8431611351286081,0.004615862560938301,0.08957016249564854,0.9025115662478054,0.0022707197211865285,0.0693230126858563,0.8058705152852139,0.0006546902074144265,0.06967761684712526,0.8863024503063922,0.0011119059677750212,0.15294893575278487,0.866934729731583,0.001967714975525031,5.983623419389825,8.565869544369539,7.274746481879681
