time_s,original_acc_x,original_acc_y,original_acc_z,original_gyr_x,original_gyr_y,original_gyr_z,rigid_acc_x,rigid_acc_y,rigid_acc_z,rigid_gyr_x,rigid_gyr_y,rigid_gyr_z,compensated_acc_x,compensated_acc_y,compensated_acc_z,compensated_gyr_x,compensated_gyr_y,compensated_gyr_z
45.750000,-0.57857901,6.05310011,9.74887085,-2.36405897,0.17044701,0.27388400,-0.45847136,2.27186561,9.50420284,0.03424430,-0.09434791,-0.07077365,-0.04732560,2.58271813,9.08910942,-0.27140391,0.01375719,-0.05411178
45.775002,-1.10186303,-2.02737403,7.27362204,-0.08166900,-0.27491799,0.34202200,-0.72843683,3.70147610,9.26760197,-0.06559371,0.04374655,0.06576493,-0.19873071,3.16640806,9.34226799,0.33850506,-0.08058763,0.14343698
45.799999,-0.22650699,6.68054104,8.51478577,2.57369804,0.18884300,-0.71191299,-0.45992252,4.28373766,9.07378864,0.11866383,0.00403492,0.05223631,-0.29217654,3.54133940,9.11560154,0.00374212,-0.07472678,-0.01922238
45.825001,-0.60599899,12.16733074,8.82413769,-0.04642600,-0.29129699,0.25424600,0.65355438,4.33503485,8.58990574,0.02118307,-0.04915961,-0.08187556,0.25760868,5.70605850,9.01427078,-0.23405598,-0.15850163,-0.03943165
45.849998,0.65775102,3.74091196,8.68258190,-2.72048306,0.18635300,0.09400000,-0.66236395,3.00628448,9.45567799,-0.13309944,0.02674554,-0.09831960,0.01425188,3.88231993,9.00506783,0.00758234,0.08906058,-0.04137332
45.875000,-3.21371102,-2.56914401,8.53440762,-0.29756999,0.45955601,0.21714801,-1.72629333,1.55398989,9.31770992,0.01351442,0.03184539,0.11304667,-1.41916978,1.39311457,9.75503254,-0.03685197,0.05177234,0.04174516
45.900002,-1.29618394,8.22173405,7.94504118,4.92516804,-0.58501399,-0.60226500,0.05108266,8.62676144,10.75487518,-0.07730825,0.27170661,-0.06423566,-0.97448146,6.15578032,10.13349438,0.21329644,-0.01022900,-0.06838989
45.924999,2.85362196,18.69884872,12.60867119,-0.82570601,0.74414003,-0.78281099,-0.34062728,3.10223961,9.67884922,-0.13190508,0.60644573,-0.31600589,0.61706775,5.49085093,10.36609077,-0.78776282,0.59419131,-0.29431790
45.950001,-3.87980294,1.39320302,5.76756096,-6.03500414,1.35835302,0.78855002,-1.37586856,3.24249172,8.53427029,-0.24293660,0.61341757,-0.23072927,-1.63692331,3.60681009,8.25662994,-0.32537031,0.69585168,-0.13972646
45.974998,-1.72320700,-5.22669888,5.74670315,1.98098302,-0.62221700,-0.67043000,-0.51149714,4.67472315,8.92401314,-0.33264476,0.53844786,-0.23744233,-0.82591206,4.16301441,8.87984562,0.01592129,0.39999548,-0.13836733
46.000000,1.10268903,12.46764183,9.23531342,3.77574205,1.25666106,-1.21527898,-1.45442545,3.85869002,8.97199726,-0.02814431,0.49014065,-0.29124522,-0.83877158,3.83660030,8.85271835,-0.44167092,0.51320821,-0.31195569
46.025002,-4.60634613,11.18159676,9.23512745,-2.96222305,0.36676899,0.12691601,-0.84201849,4.07470226,8.89014626,-0.06748605,0.40048707,-0.28135049,-1.16557479,3.81970406,8.79714108,-0.26866236,0.47245258,-0.35934225
46.049999,0.57134902,-1.42490494,5.87761211,-2.57717109,-0.76277602,0.27674800,-0.94741333,3.03769922,8.37899780,-0.15579104,0.23908512,-0.25458232,-0.92462629,4.05808306,8.95898438,-0.19911592,0.12190960,-0.13475862
46.075001,-1.58116698,-0.52418900,5.85822487,1.91276097,1.21431601,-0.68849999,-1.61985934,2.29220748,7.79720068,0.05437201,0.05516371,-0.13204460,-1.40794170,2.18315530,7.46578026,-0.06135504,0.22711258,-0.24442016
46.099998,-3.62846088,8.58582401,9.20515156,1.86918104,-0.57415801,-0.24101301,-1.23939693,3.34676123,8.62413883,0.12706147,-0.03962352,-0.08152448,-1.44887054,3.34043550,8.78590012,0.03274204,0.09570928,-0.16742015
46.125000,0.49596599,6.92801189,9.18483829,-1.95017898,-0.23448400,0.39141101,-1.55745721,2.65843415,8.92039585,0.00689449,-0.03534253,-0.03787653,-1.34210587,2.87545204,9.36674213,-0.12299469,-0.07382209,0.04957684
46.150002,-2.82294798,-1.53295696,6.68041086,-1.09395397,0.47644800,0.11647900,-1.34801888,2.57050300,8.67758656,0.09818872,-0.07360902,0.07335810,-1.48415625,2.48937106,8.59662151,0.15583512,-0.10909203,-0.00434080
46.174999,-1.57457805,3.50382805,7.90750980,2.31250596,-0.85472798,-0.07880600,-0.72088957,2.42026138,8.26596642,-0.10342463,-0.19269291,0.13937218,-1.03968704,3.29454470,8.77084446,-0.04835609,-0.16942249,0.10800023
46.200001,0.94721699,7.98903608,9.47211266,-0.35875401,0.24077301,0.19742499,-0.92264301,2.77678871,9.17256260,0.01401983,-0.14683257,0.21570300,-0.69753039,2.25688219,8.71613693,-0.07699648,-0.08547965,0.17614752
46.224998,-3.45213509,3.15023804,8.08747768,-0.71316600,0.22348000,0.43544999,-1.23183072,4.27237940,9.09799480,0.14568992,-0.04997823,0.17743686,-1.25938475,3.90686321,9.37996101,0.13401148,-0.09588763,0.20330508
46.250000,-0.60887802,4.76296520,8.08337879,1.15693498,-0.46786901,-0.15474699,-1.28803813,3.63112211,8.91316223,0.18495864,-0.00626002,0.10989208,-1.23237348,4.31954098,9.15471268,0.03301300,-0.04834741,0.11091344
46.275002,-1.34310305,6.64119196,8.77204037,0.02441600,0.52152699,0.22001401,-1.25252366,3.46595073,8.96725941,0.25592890,-0.01614324,0.12882252,-1.19908774,3.34419966,8.90529442,0.21451335,0.03039514,0.10075394
46.299999,-2.50934100,4.41156101,7.88350677,-0.23509100,-0.32363501,0.15486200,-1.15812683,4.04975557,8.83382607,0.07421745,-0.05489260,0.13429628,-1.26317739,4.17466116,8.96206474,0.23256776,-0.01227611,0.13409382
46.325001,-0.26793501,5.34173679,8.18828869,0.51160800,-0.10308500,0.13860500,-1.08332229,4.00983238,9.13041019,0.03459270,-0.08003103,0.10126396,-1.12628639,4.11049795,9.32392025,0.04873389,-0.09323028,0.15439758
46.349998,-1.86917806,6.29917908,8.77703667,0.02118200,0.20145200,-0.06924600,-0.90115571,3.91353130,9.15183830,0.10999328,-0.06399472,0.07981683,-0.94471812,3.96899605,9.18314743,0.01726823,-0.00604628,0.04739370
46.375000,-1.19345200,4.81234789,7.95939684,-0.32800099,-0.37244400,0.34513301,-1.03541338,3.61737084,8.74325371,0.08330768,-0.10341525,0.09086417,-0.99770468,4.04134989,8.87396431,0.08489869,-0.09808212,0.11915360
46.400002,-0.96244103,4.06708717,8.16494846,0.16291600,0.08596300,0.00825700,-1.00245702,3.67315269,8.98447418,0.04031357,-0.12989171,0.12118982,-0.97632414,3.51742220,9.08824730,0.10849540,-0.10400760,0.09340616
46.424999,-1.70280302,5.87179184,8.84359837,0.41905800,-0.10083600,0.10712700,-0.95925850,3.70115304,9.13827991,0.00607146,-0.08671790,0.12757081,-0.97610587,3.75001574,9.31702995,-0.01353450,-0.09419005,0.12369413
46.450001,-0.84100902,5.66977119,8.08020687,-0.31785300,-0.15241501,0.22867399,-0.99023241,3.88092375,8.78539944,0.01079705,-0.08286759,0.13840093,-0.96017712,3.90513229,8.78545094,0.03549162,-0.07844055,0.13825445
46.474998,-1.57891405,4.93861103,7.73856592,0.12725300,0.08558000,0.07418700,-0.88205135,4.47093201,8.81604290,-0.07261405,-0.08231116,0.09932911,-1.05872595,4.24975681,8.80630112,0.01700952,-0.06280821,0.11811864
46.500000,-0.97885698,6.35146189,8.52619934,0.05932300,-0.22718300,0.01213200,-0.91469920,3.86378074,8.90406704,-0.02830371,-0.07202489,0.05041240,-0.62997854,3.85209370,8.95764732,-0.14303114,-0.06699491,0.06671189
46.525002,-1.10934997,5.56806898,8.31227875,-0.30005601,0.10130400,0.11556300,-0.92209291,4.07060194,9.01060295,-0.09116617,-0.03629328,0.01248046,-0.95198846,4.11434603,9.11005020,-0.04286063,-0.03430738,0.05042809
46.549999,-1.37200999,5.04709911,8.01179028,-0.05668100,-0.14192300,-0.08860600,-0.75910813,4.06666565,8.81954288,-0.06207470,-0.03994640,-0.01219277,-0.76911485,4.06652880,8.84659863,-0.07926427,-0.03668684,-0.01492924
46.575001,-0.51609302,5.34105778,8.48641014,-0.03898000,-0.07398900,0.07292500,-0.66326696,3.42352414,8.94506550,-0.02147122,-0.03434215,-0.01555058,-0.61370456,3.72120190,9.07518959,-0.07388616,-0.04348597,0.01113922
46.599998,-1.17849505,4.33377981,8.21538544,-0.27773800,0.08339000,-0.00465100,-0.76144809,3.46248889,8.89413452,-0.00679671,-0.04309995,0.03229636,-0.65600991,3.29341459,8.89446926,0.03178073,-0.01903919,0.01537278
46.625000,-1.25171697,4.68351793,8.02959728,0.37879401,-0.15218700,0.08678400,-0.80324781,3.88814116,8.90799427,-0.01349782,-0.06242728,0.04191759,-0.71513849,3.72244501,8.98584557,0.00014372,-0.06526138,0.06559127
46.650002,-0.79504102,6.10397387,8.52451611,-0.06367300,0.00161800,-0.05672500,-0.88367367,3.45958114,8.86321545,-0.05240276,-0.06752148,0.04733566,-0.77179438,3.66188622,8.87495613,-0.11804311,-0.04297078,0.03711293
46.674999,-1.46948397,4.65909004,8.17368984,-0.35981500,-0.06203800,0.22242001,-0.81404501,3.79182410,8.90994549,-0.06273922,-0.06216769,0.04049696,-0.76236057,3.64513445,8.98674965,-0.00964428,-0.08117482,0.07231032
46.700001,-0.80921102,4.94339609,8.22175598,0.30542201,-0.13648500,-0.12400300,-0.75247175,3.95887613,9.00030327,-0.02624214,-0.05358930,0.00614978,-0.63504970,3.74963093,9.09286594,-0.03343052,-0.08185321,0.01224008
46.724998,-0.94675100,6.36069298,8.55840778,0.19701999,0.07451200,-0.00427700,-0.73612571,4.13238764,9.12802601,0.01518750,-0.03646000,-0.03061268,-0.66720402,4.14497519,9.09828949,-0.03372699,-0.04370169,-0.01116104
46.750000,-1.22467601,5.63432217,8.34564304,-0.46658599,-0.13032700,-0.02549900,-0.65945113,3.67155623,8.84273911,-0.05495513,-0.03767887,-0.03930330,-0.60223675,3.75631094,8.99266243,-0.05190066,-0.03952604,-0.03853735
46.775002,-0.52987498,4.57683277,8.47121143,-0.08411000,-0.03368700,0.03726600,-0.61890119,3.84290314,9.19222260,-0.18055701,-0.00115805,-0.04495437,-0.46161392,3.84284115,9.31354046,-0.05725540,-0.00485739,-0.01894180
46.799999,-1.03032696,4.83769321,8.39463234,-0.02455800,0.10257200,-0.14317000,-0.62500429,3.79940128,9.13435459,0.02787325,0.02895648,-0.03015834,-0.55879074,3.25369787,9.02370071,-0.04846998,0.00904127,-0.04789298
46.825001,-0.99322098,5.80840302,8.46600533,0.23444501,-0.04927600,-0.00108700,-0.66139573,3.63751650,8.91763306,-0.02990437,0.02896550,-0.04629625,-0.54391915,3.97026253,9.25174141,-0.11020493,0.00260489,-0.01882578
46.849998,-0.83926398,4.94699621,8.28243732,-0.42511299,0.09127000,-0.03958500,-0.88945889,3.44850540,8.90436363,0.01836399,0.01461378,-0.03092525,-0.63449961,3.47707272,8.82251167,0.05922089,0.04915478,-0.03152188
46.875000,-1.67228103,3.91123605,8.36205387,0.01193300,0.04132300,0.03834500,-0.99621272,3.39370298,9.03534508,-0.03626699,0.02388009,-0.01036078,-0.85135841,3.19484949,9.21687794,-0.00875513,0.00660682,-0.00072599
46.900002,-0.95124799,5.08471584,8.25115013,0.27888799,-0.07336400,-0.09250300,-0.93171906,3.55485082,8.90559196,-0.00399346,0.00462839,0.01221465,-0.79445481,3.18163633,8.95331383,-0.01641500,0.00347816,-0.01143484
46.924999,-1.11091006,5.55384016,8.44826412,-0.06437200,0.04394800,0.07983500,-0.75183845,3.58902359,8.96387482,0.01462964,-0.01685964,0.01427133,-0.67993861,3.75965309,8.97191620,-0.02682555,-0.02234829,0.02284919
46.950001,-0.95927298,4.66629219,8.17359543,-0.09409400,-0.11114500,0.01266700,-0.63609701,3.83123255,9.01951504,0.04244248,-0.03959165,0.01610088,-0.51136363,3.58467913,8.93838978,0.06928875,-0.02288297,0.00890375
46.974998,-0.86719298,5.41875982,8.23333073,0.37685099,-0.01064900,-0.00100600,-0.68576330,4.05091143,9.02173042,0.00510751,-0.06465238,0.00873851,-0.51023734,3.96929121,9.06570625,0.02465042,-0.06340638,0.00593902
47.000000,-1.12913704,6.16112900,8.75231075,-0.13500600,-0.03979400,-0.04320700,-0.71596682,3.74924922,9.10220242,-0.00039954,-0.06248996,0.00245884,-0.56481552,3.71702433,9.17803383,-0.03599066,-0.04729178,-0.01831765
47.025002,-0.89287400,4.55481195,8.25420570,-0.30722901,-0.12995000,0.18129300,-0.67286259,3.75757360,9.08261204,0.00566414,-0.05259249,0.01119294,-0.47243476,3.78461361,9.10896492,0.04118946,-0.07481989,0.04546354
47.049999,-0.87670100,4.73398685,8.15741158,0.27696601,0.00318000,-0.13133900,-0.67905384,3.66798949,8.91002941,-0.01235496,-0.05999668,0.00708399,-0.49546191,3.55947638,9.01611900,0.00840102,-0.05929416,-0.00798136
47.075001,-1.01887596,5.73322487,8.53470802,0.02164000,-0.08030400,0.07218300,-0.62421644,3.58774972,8.96033382,-0.01538867,-0.06217870,0.00855421,-0.47307208,3.47133446,9.03838348,-0.02575810,-0.07644251,0.01345648
47.099998,-0.72594702,4.88745785,8.49760628,-0.30573899,-0.07954200,0.03802000,-0.61871815,3.54514313,9.06888866,-0.03332907,-0.04666078,0.01345986,-0.44275102,3.43635225,9.11251545,-0.02581494,-0.04979269,0.02223329
47.125000,-0.90395701,4.28549290,8.31516457,0.03347000,0.04434100,0.03852700,-0.67317563,3.41290140,9.00060749,0.00207943,-0.02517759,0.03077300,-0.47710711,3.39580011,9.11666107,0.00347565,-0.03007248,0.03104253
47.150002,-1.08306396,5.02008295,8.38999844,0.21832800,-0.04322200,0.00783300,-0.73469830,3.53454590,8.91859531,0.03007202,-0.02706553,0.05079708,-0.53158224,3.29224825,9.03610420,0.01262584,-0.03631549,0.04866428
47.174999,-0.88517302,5.44532681,8.33601665,0.04264100,0.00049300,0.06812500,-0.71063429,3.85915422,8.94523525,-0.00214161,-0.01275609,0.04941185,-0.60600662,3.66633606,9.03072262,0.01797577,-0.02201377,0.05200131
47.200001,-0.97826600,5.70930719,8.32533455,0.07098700,-0.00112800,-0.02574300,-0.57759482,4.20137930,9.03664112,-0.02984477,0.01611326,0.00239644,-0.45333341,3.85562420,9.10126591,-0.02834081,-0.00542435,0.01222646
47.224998,-0.62447703,6.05742121,8.51019955,-0.10122700,0.00852300,-0.05363600,-0.48427078,3.89412332,9.05374146,-0.06472012,0.03778524,-0.03994763,-0.31729051,3.93063736,9.17126846,-0.09190138,0.02383196,-0.03077414
47.250000,-0.93617702,4.72088480,8.30533791,-0.47519299,0.07847900,0.04003100,-0.67118508,3.49618959,8.96254349,-0.06377424,0.02489464,-0.02102607,-0.40637308,3.39381456,9.02224731,-0.03858294,0.03827243,-0.01888011
47.275002,-1.12084997,3.99968195,8.19380474,0.07619000,-0.03216800,-0.00634300,-0.68438172,3.55941081,8.97899437,-0.06735040,0.00465639,0.01009570,-0.53915632,3.31117487,9.09087944,-0.00101306,0.00856141,-0.00590867
47.299999,-0.69035602,5.66538620,8.69666386,0.27142599,0.01142800,-0.05968900,-0.64450026,3.54689121,9.08351898,-0.07461380,0.02114422,0.01310164,-0.44188645,3.43042850,9.22236729,-0.11205778,0.00291013,0.01394656
47.325001,-1.03338397,5.20489407,8.51646614,-0.54850298,0.08945100,0.08517500,-0.70528442,3.29472542,8.93340302,-0.08001374,0.02890881,0.03117071,-0.58476269,3.26070929,9.00188923,-0.11873520,0.03054072,0.02730453
47.349998,-1.08288801,3.61332703,8.16215801,-0.08063300,-0.03551900,0.09708500,-0.69229603,3.43797016,8.95337772,-0.03105883,0.02806825,0.05118325,-0.55868202,3.34140062,9.10902691,-0.01435488,0.02017301,0.05272133
47.375000,-0.60588199,5.00029182,8.54478645,0.45631000,0.07503300,-0.05907400,-0.60262793,3.46713305,9.04039764,0.03702220,0.04475623,0.06855488,-0.44078746,3.37748671,9.07682228,0.00067575,0.03774402,0.04507871
47.400002,-1.01849198,5.63284206,8.44495583,-0.13344200,0.09320800,0.13827500,-0.60863417,3.41632724,8.85761833,0.04631557,0.03811383,0.09575442,-0.42811686,3.35596991,8.96429443,-0.01210972,0.04685468,0.08650122
47.424999,-1.05951703,4.13530588,7.98578882,-0.21847200,0.00589200,0.17244101,-0.78556484,3.56951427,8.77542114,0.02586992,0.00634801,0.12293009,-0.62207520,3.45048761,8.86620712,0.06587688,0.02369396,0.11584835
47.450001,-0.96326101,4.95379496,8.33305073,0.52263999,0.05568000,0.01987900,-0.70745426,3.87558627,8.98541069,0.03083349,0.03277043,0.10367032,-0.56063753,3.57775068,9.13727379,0.04815035,0.01246782,0.11291044
47.474998,-0.79984999,6.58905411,8.74240875,0.09354500,0.09496200,0.01182500,-0.57402450,3.87072349,9.03376484,0.02922037,0.09173012,0.06373690,-0.48287055,3.82839775,9.13438797,-0.03019114,0.05313955,0.07196926
47.500000,-0.73556900,4.75768185,8.28158283,-0.61800897,0.09239300,0.17144801,-0.53332794,3.43290091,8.91955090,0.03539387,0.10460391,0.06589380,-0.36809835,3.43803740,8.88190842,0.00012132,0.09766789,0.06103286
47.525002,-0.97404498,3.37124300,8.09072304,0.06773500,0.14101700,0.06556100,-0.68959916,3.15325260,8.82170391,0.00126794,0.07536121,0.11153590,-0.51406896,3.22819281,8.95987129,0.04828528,0.09849840,0.08606568
47.549999,-1.14741004,4.95630884,8.58458710,0.52709699,0.14299700,0.06609600,-0.93204743,3.53943157,9.10304737,0.09718913,0.08660080,0.14642416,-0.70096046,3.23781252,9.10786724,0.08020691,0.08724350,0.13098072
47.575001,-1.22362101,6.10621023,8.73659801,0.17231999,0.13170400,0.11168900,-0.86731571,3.92261291,9.17941284,0.10913002,0.12533556,0.13763553,-0.80422610,3.91045952,9.30140114,0.05583291,0.09433126,0.13346915
47.599998,-0.84861499,5.44529581,8.13161659,-0.16613500,0.10812900,0.13031000,-0.64943790,3.89372873,8.91462612,0.07036363,0.13817127,0.11729028,-0.58610797,4.03629875,8.89877987,0.07312212,0.13459495,0.11881055
47.625000,-0.98693901,4.31768179,7.88799906,-0.11154200,0.16747800,0.14190800,-0.72703886,3.60417938,8.75118256,0.10528618,0.08617703,0.13366097,-0.55828875,3.56023645,8.66391754,0.09689542,0.11016099,0.13271271
47.650002,-1.23104703,5.35542202,8.41105270,0.57517201,0.10024100,0.03957300,-0.84789056,3.96857238,9.04724216,0.03981456,0.07371020,0.12786259,-0.65878618,4.01272535,9.15408516,0.06773922,0.08084497,0.11764149
47.674999,-1.10425997,6.23985815,8.76044178,-0.14916401,0.15124100,0.10452500,-0.98248380,3.71785903,9.08656597,0.08590525,0.09607496,0.12916405,-0.83118314,3.85989094,9.15928173,0.04604185,0.09391708,0.09691345
47.700001,-1.37767696,4.42351913,7.84179306,-0.15289199,0.07500600,0.23424000,-0.86688691,4.08193922,8.87646675,0.08447219,0.09447519,0.12999925,-0.81035423,4.07272053,8.85030174,0.10451783,0.07735258,0.16450925
47.724998,-0.85834098,5.38024282,7.99014807,0.47293201,0.06277000,-0.04791900,-0.69356418,3.90268469,8.69178677,0.07775009,0.07104400,0.11606669,-0.62455219,3.92773008,8.76766396,0.05927807,0.06167300,0.09515969
47.750000,-0.93355501,5.81754208,8.62641811,-0.16556001,0.15054400,0.20668800,-0.75122082,3.54570293,8.96146488,0.07979491,0.07053982,0.13696858,-0.58765012,3.76138973,8.90869045,0.07447922,0.07944393,0.12453066
47.775002,-1.26602805,4.18588591,8.23076916,-0.19379400,0.11649700,0.17409500,-0.91329294,3.77158284,8.98903275,0.03631561,0.10124914,0.16533679,-0.75239873,3.80908346,9.08976746,0.09079236,0.08943923,0.16490613
47.799999,-1.26318395,5.46110582,7.67778015,0.72384697,0.16295600,0.03830800,-0.95421898,4.54113150,8.69043255,0.06554987,0.10780641,0.13925457,-0.88760304,4.21809006,8.81949615,0.08093061,0.10466862,0.14609793
47.825001,-1.23905206,7.80953217,8.47513390,0.07007500,0.10263400,-0.02562800,-0.86104327,4.20197392,8.76723385,-0.00712209,0.09834678,0.07383402,-0.79066634,4.54555416,8.88049793,-0.10721812,0.09661595,0.06956357
47.849998,-1.11049199,4.76949310,8.07374001,-1.01912498,0.08311100,0.28553399,-0.91127479,3.77207017,8.85862064,-0.04936741,0.08638829,0.07769344,-0.74265498,3.86942291,8.74759769,-0.02875672,0.09168702,0.09171136
47.875000,-1.39656305,3.32033992,7.75064993,0.33489799,0.09782700,-0.02320200,-0.94275105,3.94067836,8.87256718,-0.02949714,0.07989208,0.08169066,-0.91380966,3.94336081,8.86997795,-0.01805972,0.04874227,0.06894394
47.900002,-1.02220404,6.81162214,8.33410645,0.73388600,0.07575900,-0.08400900,-0.79640138,4.14292812,8.88132191,0.03170569,0.06513353,0.06659686,-0.76173234,4.16999388,8.85884857,-0.04187287,0.06528689,0.04651580
47.924999,-1.12217700,6.74754810,8.32338619,-0.59248197,0.02716900,0.16995101,-0.77105099,4.03280878,8.87036800,-0.02315922,0.02424968,0.05145841,-0.63974011,4.25671482,8.83889771,-0.05730452,0.01526606,0.05037816
47.950001,-1.14550698,3.73686290,7.73479605,-0.39893600,-0.01187100,0.10274900,-0.81169957,4.01751089,8.86418724,-0.01968628,-0.00988541,0.03863458,-0.72806805,4.10310507,8.84866047,0.05003610,-0.01170694,0.04178380
47.974998,-1.12062299,5.42690086,8.19075203,0.76202899,-0.00772200,-0.13129599,-0.79842484,4.08118296,8.98672676,-0.00898049,-0.01501437,0.00968780,-0.73539472,4.21156693,8.97819710,-0.02005030,-0.03495761,-0.00458210
48.000000,-1.09327805,6.88995504,8.37664318,-0.28054699,-0.02384900,0.03500700,-0.86634660,3.79564238,8.76113605,-0.02274480,-0.06601562,0.01785145,-0.73408651,3.98738003,8.77402496,-0.04508895,-0.04527495,-0.00805232
48.025002,-1.31552601,4.19734192,7.80933285,-0.49108800,-0.18001600,0.20663500,-0.70084006,4.21596622,8.81842709,-0.04069218,-0.09554064,0.02075763,-0.76287508,4.15377522,8.84667397,0.01050268,-0.12779532,0.04652797
48.049999,-0.64737397,5.48806381,8.35255241,0.60988897,-0.03561300,-0.20973700,-0.79400975,4.04262781,9.19138145,-0.08376793,-0.07850263,-0.01267937,-0.56224829,4.23451710,9.09541893,-0.08604213,-0.06916218,-0.01508299
48.075001,-1.37364197,6.76438999,8.42444038,-0.26373601,-0.05803800,0.06909800,-0.64878166,3.90860319,8.76015377,-0.06154572,-0.10329893,-0.00967323,-0.63915992,4.10265732,8.87858200,-0.08194545,-0.11338020,-0.03257350
48.099998,-0.62209898,4.28856182,7.83986282,-0.50009102,-0.29895100,0.13526399,-0.58517015,4.05936956,8.90426731,-0.03295014,-0.11774856,-0.01361772,-0.43703797,4.09587240,8.77941513,-0.00449842,-0.13608748,0.01057845
48.125000,-0.85456401,4.86534977,8.29931831,0.44337201,0.09254600,-0.16326900,-0.65184665,3.81021547,8.97962475,-0.00413408,-0.09921287,-0.02638752,-0.49707952,3.83075714,9.03428936,-0.05521548,-0.11131337,-0.03457120
48.150002,-1.21118200,6.51241112,8.56718826,0.13751499,-0.18396100,-0.01215100,-0.62130833,3.96966815,8.95127106,-0.02888295,-0.08336280,-0.03686688,-0.48267126,4.05525017,9.09992218,-0.03120175,-0.10862911,-0.02830665
48.174999,-0.46247101,5.28549004,8.02542591,-0.49045700,-0.13910900,0.06799300,-0.51266241,3.92874360,8.74421215,-0.01047657,-0.08517769,-0.03837464,-0.44011107,3.96024847,8.74748898,-0.01370629,-0.10496723,-0.04267444
48.200001,-1.15023005,4.42210817,8.19273281,0.17209101,0.07480700,-0.08491400,-0.68506873,3.95766330,8.98870182,-0.00333901,-0.06595974,-0.04886084,-0.51987398,3.92017889,9.09327126,0.01580748,-0.05345676,-0.04439183
48.224998,-0.84081000,5.96771812,8.55359173,0.23791499,-0.20002900,-0.08733200,-0.60205096,3.79158640,8.98069954,-0.01995701,-0.02688242,-0.04473444,-0.36531657,3.83371353,9.12463951,-0.04692898,-0.07907788,-0.05328326
48.250000,-0.74651402,5.62388515,8.24549007,-0.32923299,0.09730100,0.02302000,-0.65260947,3.85636830,8.81073380,-0.03946681,-0.01547021,-0.04703486,-0.61390388,3.78957891,8.88821983,-0.04488651,-0.01275847,-0.04453566
48.275002,-1.26152003,4.55177689,7.98325682,-0.01107700,-0.05967600,-0.08058000,-0.68201554,3.98766756,8.84528160,0.00329351,-0.00656156,-0.06562173,-0.55618399,4.00858688,8.85078430,0.02815639,-0.00397937,-0.06782363
48.299999,-0.63924903,5.68273020,8.48048973,0.24522901,-0.03031000,-0.10959900,-0.65668440,3.65979671,8.96035767,-0.01151651,0.01118444,-0.07535017,-0.49525797,3.91128349,9.09020329,-0.04692540,-0.01658826,-0.06906325
48.325001,-1.01475298,5.21025085,8.35209274,-0.34023699,0.07603200,-0.02365000,-0.65205163,3.65415859,8.92676830,-0.00028229,0.01359047,-0.05074377,-0.52315474,3.49975586,8.86863708,0.00674080,0.02091908,-0.06451401
48.349998,-1.03550804,4.37157202,8.09951878,0.04818200,-0.07928000,0.00288000,-0.66620857,3.73967695,8.90119934,-0.00231400,0.00540323,-0.03464948,-0.53491080,3.75131750,9.01018429,0.01457916,0.00262080,-0.03731465
48.375000,-0.77525902,5.50266218,8.21133137,0.34556299,0.06581000,-0.12885500,-0.71927029,3.96454716,8.90971279,0.04057028,0.00499946,-0.03438747,-0.53620094,3.76745653,8.88219070,0.01792949,0.00409620,-0.03687813
48.400002,-1.29134703,6.12478304,8.36381435,-0.05437500,0.00376100,-0.01012500,-0.74561989,3.92659783,8.83283424,0.00114357,0.00082656,-0.04359232,-0.57500118,3.92280054,8.96741486,-0.02710775,-0.00278169,-0.03957610
48.424999,-0.89484400,4.85678101,8.17685223,-0.35270700,-0.04708700,0.00383500,-0.78248084,3.76529646,8.86692619,-0.00905464,0.00622907,-0.03890672,-0.63375598,3.67605877,8.87640572,0.00981430,0.01113343,-0.04744152
48.450001,-1.03454006,4.40723705,8.22025394,0.13936800,0.05384900,-0.03148000,-0.74390519,3.63086081,8.92768288,0.00348131,0.01719584,-0.01587047,-0.56637806,3.53895473,9.02945709,0.03090379,0.00709910,-0.02597725
48.474998,-0.94636399,5.47177410,8.23100758,0.19832399,-0.02841300,-0.04977100,-0.61951095,3.72820091,8.79268074,0.02483612,0.01252391,0.00687253,-0.51267886,3.59516668,8.86749268,-0.00656621,-0.00623139,-0.00500827
48.500000,-0.77048999,5.56644392,8.21349812,-0.02799500,0.02061900,0.05781600,-0.67944741,3.94935346,8.84797287,0.02473283,0.00751274,0.00122636,-0.47773135,3.99634218,8.87360954,0.02311452,0.00305622,0.01347162
48.525002,-1.15316999,5.03908587,8.31049919,-0.10965600,0.06850300,-0.05414600,-0.71610171,3.67504954,8.87860966,0.03757757,0.02031167,-0.00145327,-0.58572167,3.59803629,8.97813034,0.03712623,0.01081133,-0.01806038
48.549999,-0.89211202,4.88052988,8.02571583,0.15187199,-0.06203100,0.07023900,-0.63228834,3.93672919,8.81990719,0.03352386,0.02341332,0.00582247,-0.46645829,3.62272453,8.90907669,0.07032926,0.00475698,0.02157930
48.575001,-0.87628901,5.95026398,8.29167271,0.24593601,0.11875800,-0.13963000,-0.73004335,4.08504105,8.93554020,0.01936718,0.02153582,-0.01486666,-0.50316948,3.85208607,8.95790482,0.00232918,0.03355908,-0.00515469
48.599998,-1.27463603,5.82148600,8.42682552,-0.22870401,0.00436500,0.04881700,-0.75444788,3.93356609,8.97330189,0.00903862,0.02745062,-0.02665681,-0.53425336,3.71139431,9.06456661,-0.01600254,0.01882539,-0.01399822
