motion_name,rmse_acc_x,pearson_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,psd_distance_gyr_z,rmse_mean,pearson_mean,psd_distance_mean,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
canonical,0.03310768142268485,0.8552398829840479,0.00023217669449890495,0.07960106551181526,0.7026784409708963,0.0013949067046400965,0.05412163571348753,0.7547037140737859,0.0014661453645655601,0.04615967757364904,0.7726120811865933,0.001268942450767244,0.030610622033286333,0.8330804521578521,0.0008077038513386531,0.04375171020087278,0.874792518030735,0.0009194014839129688,0.0478920654092993,0.7988511815673184,0.0010148794249539045,10.335345288650187,3.741690193785048,7.038517741217618
explosiv,0.13656280887455252,0.9531441233088735,0.005702962533100849,0.27722920645344057,0.8868074298575352,0.013877782316767942,0.315497625492892,0.9129194597390351,0.018922626775328338,0.34300583872502133,0.8858032485094576,0.024960016658822158,0.28121424445535165,0.9564029084453943,0.05390970949474187,0.35212350656294217,0.9144131104984565,0.081910734550057,0.2842722050940334,0.9182483800597919,0.033213972054803025,4.033637999509868,3.738774346865689,3.8862061731877793
fast,0.09255182104489694,0.9413489365913488,0.0029843230027072837,0.18224789241973596,0.9163436384775405,0.01187162345966066,0.18528366239490704,0.9268459134929442,0.011732870281524518,0.18838172243782678,0.9447090679419442,0.017691454778533355,0.15254826216707723,0.9382603761621148,0.012426019639144725,0.16809032972848328,0.9411637304915422,0.026351435162637615,0.1615172816988212,0.9347786105262391,0.013842954387368026,3.582866953783766,10.130128904209819,6.8564979289967924
fast_slow,0.11393063187312621,0.9767526940811307,0.0037583455921076864,0.303449328071796,0.8931876694906781,0.0165661336082289,0.34623554300946685,0.9024479492222852,0.02084629656780565,0.3357796478729982,0.919472204891339,0.044663463766314984,0.23753907897581275,0.9315577286325954,0.028585186008198295,0.2703686815041762,0.9159081073839955,0.04983790234596549,0.26788381855122934,0.9232210589503373,0.027376221314770167,3.6559657375931556,6.295333998396326,4.975649867994741
fast_slow_fast,0.10833859711641534,0.9351140701100369,0.00351568934793405,0.21428517122708615,0.9136354187074216,0.014009349186078506,0.22092845961895016,0.8991053348354546,0.01381067129945665,0.2441985714382359,0.9300600250976409,0.025772432328044475,0.18972494280010108,0.9297794718841974,0.021372726721156237,0.19923055706479187,0.9427999288300468,0.045849396473106194,0.1961177165442634,0.9250823749107997,0.020721710892629353,3.4545378531368316,6.575084706021288,5.01481127957906
freeze1,0.03521332088857889,0.8636084366716087,6.663570479759073e-06,0.12213429063558578,0.5215494569685151,6.305918977886905e-05,0.1954483851790428,0.3889397956326629,4.5385120938590265e-05,0.03041349658742547,0.6023341425327406,7.536246857853257e-05,0.025463459733873605,0.8338489532682992,3.216168170183664e-05,0.024029814638197422,0.8921366455859647,4.1144654278468804e-05,0.072117127943784,0.6837362384432986,4.396278095934274e-05,6.149318453966162,1.394398184654302,3.771858319310231
freeze2,0.042144997790455815,0.8386291622105189,1.3627217958855908e-05,0.07617940679192543,0.7073274250035028,8.022830843401607e-05,0.4070006817579269,0.56968070890966,0.00011028220023945323,0.037215425679460165,0.7263019963896803,0.0002043581955604168,0.02543230662122369,0.709960109715601,5.277476830087835e-05,0.03173984279856086,0.6631502429149188,5.8149979759036795e-05,0.10328544357325882,0.702508274190647,8.657011170877619e-05,12.285987167683437,2.263343746646502,7.27466545716497
gait_fast,0.13888941000724955,0.8898012716706112,0.002621927880082087,0.13909602803476337,0.8151024697821332,0.001761341317264201,0.20726359976189476,0.8631941423861731,0.00693450279714083,0.14839553645229325,0.9106865678395565,0.0037650666408587945,0.23557785706493656,0.9561490032886285,0.022147940726240854,0.1420774937538531,0.9205892717474744,0.007679048717676019,0.16854998751249844,0.8925871211190962,0.007484971346543797,2.4187532808828456,4.880836213265906,3.649794747074376
gait_slow,0.1283312263482678,0.8857392219302963,0.0033339562903721386,0.11230024160735262,0.7790179356011615,0.0010675585503268283,0.2098931721294498,0.8637617064902291,0.0089973220215843,0.11362852235119672,0.8549120775775211,0.0014683973847373396,0.24759591922527122,0.9392814338130578,0.022898661403987882,0.12102099354349592,0.8445345823468292,0.003005129984526692,0.155461679200839,0.8612078262931826,0.006795170939255864,2.7696456323543024,3.1743448032111705,2.9719952177827365
pause,0.0584101748386664,0.11670279052583696,1.8288170859174595e-06,0.10588650497208749,0.01916003229439419,2.1560895978230594e-05,0.09346165226417638,0.17581069593832907,7.222171715663232e-06,0.007048338718180146,0.12419305712991228,7.516940284192839e-07,0.006735835579179582,0.18036381576622007,1.1789741914334345e-06,0.009754173772498256,0.12044184737770089,7.471702872408059e-07,0.046882780024131376,0.1227787065053989,5.548287214484135e-06,0.8513621498480107,9.49807874849951,5.17472044917376
