model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,4.4269049999999766,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0008080000000632026,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.1840900000001966,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,1.9691359999995939,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.277111000000218,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.7545499999997674,yes_classical_filter
