segment_id,rmse_acc_x,pearson_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,psd_distance_gyr_z,rmse_mean,pearson_mean,psd_distance_mean,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
seg1,0.07990917845170205,0.8819189128910804,0.003011665387835194,0.20176304650388294,0.8782063482719659,0.007257667772630053,0.22430795979731707,0.8220946503196886,0.008895001146108623,0.07108221216602331,0.9357179099023291,0.010359117841499144,0.08579615973048878,0.9284901330213597,0.011162974662062885,0.11710096296373894,0.8942600675921176,0.01772520871377499,0.12999325326885885,0.8901146703330901,0.009735272587318482,1.1444440205018258,0.8480813043098667,0.9962626624058462
seg2,0.0743894433151791,0.8654038010517038,0.0019318755540989972,0.17930408345283108,0.8359665238800666,0.007713766205529622,0.15446369430286438,0.8051106123065251,0.00867198759313918,0.15785805066515388,0.8600579827934125,0.013170491832575779,0.08854600834319373,0.895673555977081,0.009285844499052075,0.12230049144310248,0.8924855526556423,0.016748305234626764,0.12947696192038743,0.8591163381107385,0.009587045153170402,5.82828240757268,3.099385190725645,4.463833799149163
seg3,0.07175274599592184,0.8871923430868409,0.001329195378750377,0.22104766459478759,0.7850910330728185,0.010287429169213387,0.23979341581780672,0.7591769053249579,0.010590100127216217,0.16871118929283335,0.8400979749819931,0.028403973343440865,0.08685603052679157,0.8694445588931827,0.008387314921851257,0.11348385569087752,0.819655461450608,0.010929366526295952,0.15027415031983643,0.8267763794684002,0.011654563244461342,6.219656645313592,8.607202004470425,7.413429324892009
seg4,0.13836913092077982,0.8548020445333377,0.006097727166437915,0.1844123810932298,0.7777299555005397,0.009484238246992438,0.2843136354132155,0.7645172816197888,0.015073235933879001,0.14079920574405394,0.8351942614212879,0.016511497580211813,0.2292656449826504,0.8479563112774468,0.031357485313510715,0.14214365964645376,0.8383380021197583,0.017595571744521494,0.18655060963339723,0.8197563094120266,0.01601995933092556,4.64995301633559,10.059281663938235,7.354617340136913
seg5,0.13565303467815307,0.8513519021170637,0.005187075489873936,0.22164311911964452,0.7426239342581654,0.018095287062064227,0.2911986059651466,0.7735575415727451,0.014255073026442818,0.22023069595257813,0.7838598606617766,0.052591766515084466,0.231422809171638,0.8352544717790639,0.03214163096064099,0.18361362600470935,0.830562888098434,0.04156639401626269,0.21396031514864494,0.8028684330812081,0.027306204511728185,7.71422046810765,6.538969852544784,7.126595160326217
