motion_name,rmse_mean_tcn_causal,acc_channel_rmse_mean_tcn_causal,gyr_channel_rmse_mean_tcn_causal,pearson_mean_tcn_causal,psd_distance_mean_tcn_causal,acc_norm_rmse_tcn_causal,gyr_norm_rmse_tcn_causal,hf_ratio_improvement_mean_tcn_causal,rmse_mean_lowpass,acc_channel_rmse_mean_lowpass,gyr_channel_rmse_mean_lowpass,pearson_mean_lowpass,psd_distance_mean_lowpass,acc_norm_rmse_lowpass,gyr_norm_rmse_lowpass,hf_ratio_improvement_mean_lowpass,rmse_mean_delta_tcn_causal_minus_lowpass,acc_channel_rmse_mean_delta_tcn_causal_minus_lowpass,gyr_channel_rmse_mean_delta_tcn_causal_minus_lowpass,pearson_mean_delta_tcn_causal_minus_lowpass,psd_distance_mean_delta_tcn_causal_minus_lowpass,acc_norm_rmse_delta_tcn_causal_minus_lowpass,gyr_norm_rmse_delta_tcn_causal_minus_lowpass,hf_ratio_improvement_mean_delta_tcn_causal_minus_lowpass
canonical,0.14908614373319629,0.25466166481580305,0.04351062265058951,0.8325416507366514,0.010103080523041047,0.18075586479284209,0.05947347872927573,11.510852554756333,0.2808704482828475,0.5074890975290063,0.05425179903668874,0.8292300785208654,0.033499189919945056,0.37406241257717326,0.06782255754329856,11.204192588469718,-0.13178430454965123,-0.25282743271320324,-0.010741176386099227,0.0033115722157860406,-0.023396109396904008,-0.19330654778433118,-0.008349078814022831,0.30665996628661496
explosiv,0.8050147808730433,1.2212753363332507,0.38875422541283616,0.9220248233314823,0.1799892390908277,1.0300965184882536,0.4010776544400191,5.646877240263505,1.066372262107703,1.6561264963810054,0.4766180278344006,0.8999863091732775,0.383648329517341,1.5348194763822072,0.5176535496393503,4.904916780488514,-0.2613574812346596,-0.4348511600477547,-0.08786380242156444,0.02203851415820479,-0.2036590904265133,-0.5047229578939536,-0.1165758951993312,0.7419604597749911
fast,0.46475388788351735,0.7382937194552655,0.19121405631176924,0.9396462655997768,0.08420954725367895,0.7844784892808933,0.2346110714382331,9.343054918849607,0.7200418258718668,1.1578254203001657,0.28225823144356793,0.9172881161684149,0.26247381478294785,1.2994427921680303,0.31221870608950175,8.763132175258503,-0.2552879379883495,-0.4195317008449002,-0.09104417513179869,0.02235814943136194,-0.17826426752926888,-0.514964302887137,-0.07760763465126866,0.5799227435911032
fast_slow,0.788934126871232,1.2336234479091872,0.34424480583327705,0.9296083222368977,0.1706374229171254,0.8774658032621329,0.43440566307936723,9.161604536156487,1.1228092326639363,1.802759938648878,0.4428585266789947,0.8961159379235173,0.3877113462437615,1.5215736861412341,0.5353643550752447,8.542599758538627,-0.3338751057927043,-0.5691364907396907,-0.09861372084571768,0.03349238431338042,-0.21707392332663614,-0.6441078828791013,-0.10095869199587748,0.6190047776178602
fast_slow_fast,0.5615656285522236,0.8752400761174541,0.24789118098699311,0.931253121766372,0.11111917462497829,0.8906751047154623,0.30570350982404004,8.657761001675402,0.8975923341595002,1.4245578199536317,0.3706268483653687,0.9039571878318508,0.3319866614498363,1.5564628395296278,0.42232906512134444,7.581808077217984,-0.33602670560727665,-0.5493177438361776,-0.12273566737837557,0.027295933934521233,-0.22086748682485802,-0.6657877348141655,-0.1166255552973044,1.0759529244574182
freeze1,0.2515240211505443,0.4752424192925294,0.027805623008559148,0.7030566395277461,0.00047737727640348264,0.19486418142914771,0.032860910426825284,11.206469914697148,0.5226471030463775,1.0208233249684175,0.024470881124337516,0.7959625946500349,0.0003162894528486504,1.2951742231845855,0.03074608501046896,11.018981305053867,-0.27112308189583323,-0.5455809056758881,0.003334741884221632,-0.09290595512228883,0.00016108782355483226,-1.100310041755438,0.002114825416356325,0.18748860964328173
freeze2,0.42966016357919823,0.8235992261519035,0.03572110100649297,0.737316934520436,0.0008811435505549526,0.1330206695944071,0.050798793137073514,10.543188153276548,0.4671001078638558,0.8988612186163664,0.03533899711134533,0.7359014253190378,0.001051985237010437,0.6703424528241158,0.05039470549672842,9.923910968780795,-0.03743994428465758,-0.07526199246446286,0.00038210389514763826,0.001415509201398213,-0.0001708416864554844,-0.5373217832297087,0.0004040876403450938,0.6192771844957523
gait_fast,0.5020318125812367,0.7972535709283133,0.2068100542341602,0.903243192468484,0.04541280321064053,0.8480006590485573,0.2705097876324002,5.449413023905084,0.7154857503205893,1.1486234982196726,0.28234800242150604,0.8559206088674597,0.10243008427818467,1.2657333551662897,0.3826645892212085,5.065576004943541,-0.2134539377393525,-0.3513699272913593,-0.07553794818734583,0.04732258360102426,-0.05701728106754415,-0.41773269611773245,-0.1121548015888083,0.3838370189615432
gait_slow,0.4610331288578654,0.7358418287744499,0.18622442894128094,0.8738816059222823,0.051784103455091005,0.8167099936976561,0.2841449106202912,4.752399992518096,0.6593338955830503,1.0838618795920467,0.2348059115740539,0.8420259402656295,0.10645326235136335,1.264386795451806,0.39268353775468706,4.488949489360573,-0.19830076672518493,-0.3480200508175968,-0.048581482632772954,0.031855665656652765,-0.054669158896272343,-0.4476768017541499,-0.10853862713439588,0.2634505031575225
pause,0.2023380722881975,0.3984817684997642,0.006194376076630774,0.16800859208318425,8.112957980395202e-05,0.06379933488510904,0.006681608577214536,15.604118738448207,0.3207321288645275,0.6364765874213643,0.0049876703076907215,0.22766318878560254,1.1854654710522335e-05,0.3556652510716092,0.0043983205338008705,17.600233126855898,-0.11839405657633001,-0.23799481892160007,0.0012067057689400529,-0.059654596702418294,6.927492509342968e-05,-0.29186591618650015,0.0022832880434136655,-1.9961143884076904
pause1,0.10071659098019857,0.18297654493597515,0.018456637024421962,0.8538598620777842,0.0009446587990179037,0.09824396626729714,0.020414535877735993,11.29229577045493,0.23820716688785243,0.45189873705569067,0.024515596720014222,0.8717146834518473,0.0011512001101099836,0.34782750810447494,0.026452245180936237,10.831466771843308,-0.13749057590765384,-0.2689221921197155,-0.00605895969559226,-0.017854821374063135,-0.0002065413110920799,-0.2495835418371778,-0.006037709303200245,0.4608289986116212
pause2,0.14406450864949472,0.2545755143743008,0.033553502924688575,0.3010910789492893,0.003975783107969447,0.20400327703294655,0.05432446888880804,11.914892771859336,0.2536962619882413,0.46917609800067217,0.03821642597581053,0.31423878219676415,0.005415507700954034,0.3454921272893747,0.07063357967611712,11.77769190324904,-0.10963175333874658,-0.21460058362637136,-0.004662923051121953,-0.013147703247474829,-0.0014397245929845875,-0.14148885025642813,-0.01630911078730908,0.1372008686102948
pause3,0.13067052882148086,0.2541236929772865,0.0072173646656751985,0.05853709181586591,5.422774738360456e-05,0.05622954186318176,0.004510392052387553,9.70626617797921,0.23769037194350467,0.4705777201047611,0.004803023782248298,0.09120290904564025,2.7706421131251923e-06,0.3290132137281554,0.0040090180243298945,10.685998594384596,-0.10701984312202381,-0.21645402712747464,0.0024143408834269003,-0.032665817229774345,5.1457105270479364e-05,-0.27278367186497365,0.0005013740280576584,-0.9797324164053869
pause4,0.3098929938376818,0.5948089261186746,0.02497706155668902,0.16134536916683728,0.008003239248925941,0.11120498614164732,0.040113994026540825,12.540798347493897,0.3097977326888233,0.5964854247068281,0.023110040670818528,0.2104874950533131,0.00806114453072865,0.40459302214242643,0.03939970520806452,13.046948838131108,9.526114885849424e-05,-0.001676498588153441,0.001867020885870492,-0.04914212588647582,-5.790528180270836e-05,-0.2933880360007791,0.000714288818476308,-0.5061504906372107
quasistatic1,0.2168726437027241,0.4131843648967333,0.020560922508714916,0.8763895813302852,0.0011905256404013112,0.10401203447254374,0.02088447981441277,7.503521377113316,0.2799328970873224,0.5365401150193065,0.023325679155338244,0.8961737081028016,0.0010975488242957188,0.38350003703089897,0.02205959046841599,7.335185037370808,-0.06306025338459828,-0.12335575012257322,-0.002764756646623328,-0.019784126772516397,9.297681610559243e-05,-0.2794880025583552,-0.0011751106540032197,0.16833633974250795
quasistatic2,0.25848869366926097,0.47803890846264196,0.03893847887587994,0.9237626404265982,0.005971456713415109,0.12445945629507911,0.029782338181928714,7.4574108668964305,0.3038509458959179,0.5598893644757011,0.0478125273161346,0.9317465147801786,0.008031384194445539,0.3379571583350094,0.03518202848903531,7.0478950075142395,-0.04536225222665691,-0.08185045601305918,-0.008874048440254662,-0.007983874353580389,-0.0020599274810304295,-0.2134977020399303,-0.005399690307106596,0.40951585938219104
rotation,0.28380080448383443,0.4862810201782693,0.08132058878939959,0.944171070500733,0.010117011945449023,0.2730898905905985,0.05532128548309688,4.7601609128918785,0.3536442924150696,0.5807025333325709,0.12658605149756835,0.9325078583789156,0.018905394594814856,0.41268742320037655,0.07494708926927658,4.502309868437317,-0.06984348793123518,-0.09442151315430164,-0.045265462708168766,0.011663212121817423,-0.008788382649365833,-0.13959753260977803,-0.019625803786179702,0.2578510444545614
shaking,0.841389600097165,1.3048880075088196,0.3778911926855104,0.9385949291890671,0.21618537206122979,1.3504158986095143,0.4924795516264184,4.9477859010120815,1.1634869887095287,1.8035475755878314,0.523426401831226,0.9162240177897519,0.6060980270982356,1.7861551698542346,0.796609322185089,4.105239871964621,-0.3220973886123637,-0.4986595680790118,-0.1455352091457156,0.02237091139931513,-0.3899126550370058,-0.43573927124472034,-0.3041297705586706,0.8425460290474609
slow,0.26038698957612116,0.4563177444422856,0.0644562347099567,0.9577883160076562,0.012145360118763795,0.20487676045069328,0.04427682047184461,6.549572257355129,0.3495033412630487,0.6099034264556363,0.08910325607046103,0.9484215703950224,0.01906839401423747,0.5322339681860728,0.05544389347808484,6.340223854766832,-0.08911635168692755,-0.1535856820133507,-0.024647021360504326,0.009366745612633842,-0.006923033895473676,-0.3273572077353796,-0.011167073006240223,0.20934840258829635
slow1,0.18301299738848126,0.3128283073735196,0.05319768740344293,0.9640008915393431,0.012745987752045277,0.20661655000804627,0.0673928673369522,11.263235636458033,0.323440493773541,0.5817428829385243,0.06513810460855768,0.9538694768585897,0.02087826035114312,0.6448309217378037,0.07023278997500533,10.872783879711559,-0.14042749638505975,-0.2689145755650047,-0.011940417205114746,0.010131414680753403,-0.008132272599097844,-0.4382143717297574,-0.002839922638053133,0.39045175674647403
slow2,0.6197567033623387,1.139158617000322,0.10035478972435535,0.8669359102794587,0.03253504315651806,0.2863998439666387,0.11793711533820307,11.385291592548047,0.7888135350300922,1.4581541595426766,0.11947291051750786,0.8465085205409958,0.04728309242532674,0.8964286056724755,0.13549434275844613,10.995945522253939,-0.16905683166775354,-0.3189955425423545,-0.019118120793152504,0.02042738973846292,-0.014748049268808676,-0.6100287617058369,-0.017557227420243057,0.38934607029410806
