model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
lstm_causal,trained,lstm_causal,202502,202502,0.7724838256835938,33.109612949192524,edge_only_or_accelerated
