model_name,model_role,num_windows,rmse_mean,acc_norm_rmse,gyr_norm_rmse,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
tcn,trained,8633,0.12473691393132626,0.12134880615703802,0.12995963869163296,0.8363450173051311,5.455676220879481,0.007909844317429077
