model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,1.3545667892321944,possible_on_embedded_linux
gru,trained_comparison,gru,152070,152070,0.5801010131835938,3.0216325912624598,possible_on_embedded_linux
transformer,trained_comparison,transformer,399110,399110,1.5224838256835938,1.3663302501663566,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0014253612607717514,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.02948046661913395,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.1018255315721035,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.1093671722337604,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4441005503758788,yes_classical_filter
