variant_name,variant_label,"RMSE
penalty","PSD
penalty",HF loss,"Acc norm
penalty","Gyro norm
penalty",Composite degradation
no_l1_loss,w/o L1,1.332991540630603,0.9643916913946581,-0.09661835748793353,2.215799614643536,1.7593643586833099,1.2545094410704216
no_mse_loss,w/o MSE,0.8459369392463535,-0.03709198813056229,0.4589371980676145,0.8670520231213773,3.178206583427919,1.070026548772653
no_spectral_loss,w/o spectral,0.4870546013842637,5.452522255192874,0.9782608695652115,0.057803468208086115,-0.11350737797957192,1.3951282388700872
mse_only,MSE only,4.973083824660336,21.698813056379812,2.47584541062802,3.853564547206169,5.448354143019294,7.6899321963787255
no_attachment_latent,w/o attach. latent,0.7946680338374754,4.135756676557856,0.3140096618357464,1.4836223506743602,1.475595913734388,1.6407305273279653
