model_name,model_role,num_seeds,num_windows_mean,num_windows_std,rmse_mean_mean,rmse_mean_std,input_rmse_mean_mean,input_rmse_mean_std,acc_norm_rmse_mean,acc_norm_rmse_std,gyr_norm_rmse_mean,gyr_norm_rmse_std,input_acc_norm_rmse_mean,input_acc_norm_rmse_std,input_gyr_norm_rmse_mean,input_gyr_norm_rmse_std,acc_channel_rmse_mean_mean,acc_channel_rmse_mean_std,gyr_channel_rmse_mean_mean,gyr_channel_rmse_mean_std,input_acc_channel_rmse_mean_mean,input_acc_channel_rmse_mean_std,input_gyr_channel_rmse_mean_mean,input_gyr_channel_rmse_mean_std,acc_channel_rmse_improvement_mean,acc_channel_rmse_improvement_std,gyr_channel_rmse_improvement_mean,gyr_channel_rmse_improvement_std,pearson_mean_mean,pearson_mean_std,hf_ratio_improvement_mean_mean,hf_ratio_improvement_mean_std,psd_distance_mean_mean,psd_distance_mean_std
tcn_causal,trained,5,8633.0,0.0,0.3897893492866027,0.0010698002384755172,0.9419132483336161,1.1102230246251565e-16,0.5252027495022527,0.0023269705241276114,0.1784648377319566,0.0007068636435858533,1.2493681899278055,0.0,0.6131447047228668,0.0,0.6384268945244624,0.0022887178485090274,0.14115180404874292,0.000294846379990002,1.4900468756328638,0.0,0.3937796210343686,0.0,0.8516199811084013,0.002288717848509044,0.25262781698562564,0.0002948463799899873,0.8496773229522498,0.0004159624546955317,8.33807386595133,0.024898231067286027,0.051921950543164654,0.0009049464751320257
