time_s,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0.0,0.7461297655983866,0.18463272083496213,9.712290805474483,-0.005675975219433044,0.0010942065173403647,0.009878526935013735
0.025,0.7368097217957309,0.16540537802082803,9.721626732253561,-0.0066990606147551285,0.0011657217292255823,0.008968010132122286
0.05,0.7682239491082576,0.18773698816717616,9.734967283052852,0.0004817947824444789,0.0005448789046248288,0.012811664636841854
0.075,0.7467295510514951,0.17227436848235644,9.726125902241005,0.002026698849495354,0.003561846652703991,0.013075410784983988
0.1,0.7399945783264836,0.1828758997170423,9.720935138051283,-0.005527269120458093,0.0023506448622713774,0.009857955558913197
0.125,0.7511973396776429,0.18779520052735793,9.703646265802155,-0.006641555094386455,0.0006200887236600104,0.01091703828439834
0.15,0.7492752937289656,0.16835111888407708,9.739588746398528,-0.0025864509450495223,0.0007614191803083958,0.010080133845376801
0.175,0.7648608548215083,0.19347480589555338,9.721478422591925,0.0004962609892571938,0.003019803623721078,0.011425054971627161
0.2,0.7625601860716786,0.18323608503823852,9.721901147691185,-0.004742674395728418,-0.002071967277096824,0.012188501843079076
0.225,0.7477099692350615,0.1672505319114328,9.761455782629907,-0.0022880702086493948,0.0032682908667680624,0.010038947879658087
0.25,0.7231255244861186,0.19882803833404686,9.675602704120655,0.00013081671399434018,0.006255863252271992,0.011806974547114624
0.275,0.7468485126034127,0.17334617135358127,9.704304928093311,-0.005916429166939666,-0.0032498801804818223,0.011298603574119105
0.3,0.7652756164570562,0.17124501181051682,9.79260666842804,-0.006782625904002744,-0.005816661646324816,0.008650973479240638
0.325,0.755176716432017,0.1824199054447617,9.774083592372815,0.005282513381978167,0.009540518442573335,0.013016103457492172
0.35,0.7348321692006599,0.17243293962237283,9.6644717680626,-0.001115692185901331,0.005747774934695879,0.01150105817941986
0.375,0.752972591413582,0.20633867889155216,9.645973314382701,-0.006581834156264482,-0.003813255824771187,0.011150556002024243
0.4,0.7941219033160019,0.15967121952917263,9.777088376006521,-0.011128770812967297,-0.0020852019310333954,0.009858078621073268
0.425,0.7101627229594898,0.18763134499664247,9.793649328506485,-0.009506745669473403,0.005447142784363893,0.011830565001837446
0.45,0.7359556760389927,0.17448053013726825,9.664295239120129,0.000723865221652166,0.006194465943915314,0.011970842903093994
0.475,1.0546339980617365,0.2663802217595109,10.143618571172206,0.005329908370796362,0.06059065611900324,0.08557796841376647
0.5,0.6542126815171099,0.38155271424426995,9.72253156910195,0.017118275784500748,0.0872194776722812,0.2324607824983393
0.525,0.43778944653546165,-0.058851998424078324,9.451981351202226,-0.04804461659167177,0.0380797500189684,0.11824802420781556
0.55,0.6915555403219402,0.2538531667993324,9.505590458263914,-0.08118293777821226,0.04258083796308758,0.03469114522554991
0.575,0.6859382560434175,-0.15177214574880177,9.801836328166877,-0.030364168994178986,0.01134095379500798,-0.026527146309251466
0.6,0.8715733582462715,0.2361877930700939,9.976989428909553,0.007144844079177555,0.06051699269786193,0.02002403895050066
