model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn_causal,trained,tcn_causal,101326,101326,0.38652801513671875,1.3016324676573277,possible_on_embedded_linux
tcn,trained_comparison,tcn,101326,101326,0.38652801513671875,1.3422559387981892,possible_on_embedded_linux
gru,trained_comparison,gru,152070,152070,0.5801010131835938,2.660027500241995,possible_on_embedded_linux
transformer,trained_comparison,transformer,399110,399110,1.5224838256835938,1.3198394887149334,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0013280101120471954,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.030096489936113358,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.1317462250590324,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.095778603106737,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4299742914736271,yes_classical_filter
