model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn,trained,tcn,101326,101326,0.38652801513671875,1.4697519084438682,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0014265719801187515,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.030198218300938606,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.0634310599416494,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.193078496493399,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4308027494698763,yes_classical_filter
