motion_name,rmse_mean_tcn,acc_channel_rmse_mean_tcn,gyr_channel_rmse_mean_tcn,pearson_mean_tcn,psd_distance_mean_tcn,acc_norm_rmse_tcn,gyr_norm_rmse_tcn,hf_ratio_improvement_mean_tcn,rmse_mean_lowpass,acc_channel_rmse_mean_lowpass,gyr_channel_rmse_mean_lowpass,pearson_mean_lowpass,psd_distance_mean_lowpass,acc_norm_rmse_lowpass,gyr_norm_rmse_lowpass,hf_ratio_improvement_mean_lowpass,rmse_mean_delta_tcn_minus_lowpass,acc_channel_rmse_mean_delta_tcn_minus_lowpass,gyr_channel_rmse_mean_delta_tcn_minus_lowpass,pearson_mean_delta_tcn_minus_lowpass,psd_distance_mean_delta_tcn_minus_lowpass,acc_norm_rmse_delta_tcn_minus_lowpass,gyr_norm_rmse_delta_tcn_minus_lowpass,hf_ratio_improvement_mean_delta_tcn_minus_lowpass
canonical,0.15079733501911644,0.25756699896248225,0.04402767107575059,0.8310128449227153,0.009794057346306425,0.1813419077672403,0.059046699725546534,11.493891831297217,0.2808704482828475,0.5074890975290063,0.05425179903668874,0.8292300785208654,0.033499189919945056,0.37406241257717326,0.06782255754329856,11.204192588469718,-0.13007311326373108,-0.24992209856652403,-0.010224127960938148,0.0017827664018499334,-0.023705132573638633,-0.19272050480993297,-0.00877585781775203,0.28969924282749915
explosiv,0.8046305669576856,1.2194536504519862,0.389807483463385,0.9217496181175011,0.17982080727848745,1.0173391217902554,0.39564238203279045,5.669239394251483,1.066372262107703,1.6561264963810054,0.4766180278344006,0.8999863091732775,0.383648329517341,1.5348194763822072,0.5176535496393503,4.904916780488514,-0.26174169515001733,-0.4366728459290192,-0.0868105443710156,0.021763308944223625,-0.20382752223885356,-0.5174803545919517,-0.12201116760655983,0.7643226137629693
fast,0.46608062001092226,0.739764595632919,0.1923966443889255,0.938957241215289,0.08464441816108227,0.7850257091689855,0.23348359641923497,9.345547746714823,0.7200418258718668,1.1578254203001657,0.28225823144356793,0.9172881161684149,0.26247381478294785,1.2994427921680303,0.31221870608950175,8.763132175258503,-0.25396120586094456,-0.4180608246672467,-0.08986158705464242,0.021669125046874127,-0.1778293966218656,-0.5144170829990448,-0.07873510967026678,0.5824155714563197
fast_slow,0.7856577446445441,1.2276365718302817,0.3436789174588063,0.929951090359967,0.17259008039454315,0.872380476932113,0.4320397759716098,9.098521754666573,1.1228092326639363,1.802759938648878,0.4428585266789947,0.8961159379235173,0.3877113462437615,1.5215736861412341,0.5353643550752447,8.542599758538627,-0.3371514880193922,-0.5751233668185962,-0.09917960922018842,0.033835152436449745,-0.21512126584921837,-0.6491932092091212,-0.1033245791036349,0.555921996127946
fast_slow_fast,0.5620811695913462,0.8771870715831894,0.2469752675995031,0.930654277878002,0.11399189609933821,0.8941878594502451,0.30335527080044683,8.640907018671196,0.8975923341595002,1.4245578199536317,0.3706268483653687,0.9039571878318508,0.3319866614498363,1.5564628395296278,0.42232906512134444,7.581808077217984,-0.335511164568154,-0.5473707483704423,-0.12365158076586558,0.026697090046151284,-0.21799476535049808,-0.6622749800793827,-0.11897379432089761,1.0590989414532128
freeze1,0.27291258236703775,0.5180429459859928,0.027782218748082715,0.7006808863907531,0.0005773819321575502,0.15133440420031546,0.033243486750870944,11.090941053255154,0.5226471030463775,1.0208233249684175,0.024470881124337516,0.7959625946500349,0.0003162894528486504,1.2951742231845855,0.03074608501046896,11.018981305053867,-0.24973452067933977,-0.5027803789824248,0.003311337623745199,-0.09528170825928184,0.00026109247930889985,-1.14383981898427,0.002497401740401986,0.07195974820128725
freeze2,0.44481642561343804,0.854424798116088,0.03520805311078827,0.7314846481641113,0.0009305015969213551,0.1247915506362915,0.05246219290420413,10.365981816936007,0.4671001078638558,0.8988612186163664,0.03533899711134533,0.7359014253190378,0.001051985237010437,0.6703424528241158,0.05039470549672842,9.923910968780795,-0.02228368225041777,-0.044436420500278406,-0.00013094400055706223,-0.004416777154926499,-0.00012148364008908181,-0.5455509021878242,0.0020674874074757127,0.44207084815521114
gait_fast,0.5093134688011987,0.808980130460511,0.2096468071418865,0.9018867715906019,0.0483349135015649,0.8610045330241103,0.27031147122851074,5.453394636148421,0.7154857503205893,1.1486234982196726,0.28234800242150604,0.8559206088674597,0.10243008427818467,1.2657333551662897,0.3826645892212085,5.065576004943541,-0.2061722815193906,-0.3396433677591616,-0.07270119527961955,0.045966162723142245,-0.05409517077661977,-0.4047288221421794,-0.11235311799269776,0.3878186312048806
gait_slow,0.470431961867357,0.7516250922893266,0.18923883144538733,0.8702224647728093,0.05843950183517552,0.8215114601471889,0.2835950509015377,4.761105972560007,0.6593338955830503,1.0838618795920467,0.2348059115740539,0.8420259402656295,0.10645326235136335,1.264386795451806,0.39268353775468706,4.488949489360573,-0.18890193371569336,-0.3322367873027201,-0.04556708012866656,0.0281965245071798,-0.04801376051618783,-0.4428753353046171,-0.10908848685314937,0.2721564831994341
pause,0.19562294111431885,0.38557844712798084,0.00566743510065689,0.16460973024518474,8.703401999391017e-05,0.070817079013657,0.006532926303112791,15.5506493942873,0.3207321288645275,0.6364765874213643,0.0049876703076907215,0.22766318878560254,1.1854654710522335e-05,0.3556652510716092,0.0043983205338008705,17.600233126855898,-0.12510918775020866,-0.2508981402933834,0.0006797647929661687,-0.0630534585404178,7.517936528338783e-05,-0.2848481720579522,0.00213460576931192,-2.049583732568598
