model_name,model_role,architecture_name,parameter_count,trainable_parameter_count,parameter_size_mb_fp32,cpu_forward_ms_per_window,embedded_deployment_verdict
tcn_causal,trained,tcn_causal,101326,101326,0.38652801513671875,1.2977988831698895,possible_on_embedded_linux
tcn,trained_comparison,tcn,101326,101326,0.38652801513671875,1.3461672514677048,possible_on_embedded_linux
gru,trained_comparison,gru,152070,152070,0.5801010131835938,2.7712345495820045,possible_on_embedded_linux
transformer,trained_comparison,transformer,399110,399110,1.5224838256835938,1.338190846145153,possible_on_embedded_linux
identity,baseline,identity,0,0,0.0,0.0012877210974693298,yes_classical_filter
lowpass,baseline,lowpass,0,0,0.0,0.030408687889575958,yes_classical_filter
butterworth,baseline,butterworth,0,0,0.0,2.105239722877741,yes_classical_filter
savgol,baseline,savgol,0,0,0.0,2.1175398118793964,yes_classical_filter
wiener,baseline,wiener,0,0,0.0,0.4337797127664089,yes_classical_filter
