model_name,model_role,num_windows,rmse_mean,input_rmse_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,pearson_mean,hf_ratio_improvement_mean,psd_distance_mean
mlp_causal,trained,3023,1.0157537325280046,1.3392869426097709,1.603145890848559,0.7760098484451299,2.102935915176975,1.0548053895962202,1.5144473875251805,0.5170600775308289,2.0254006262711317,0.65317325894841,0.5109532387459511,0.13611318141758108,0.7783142177694982,3.4051789770894785,0.3082950546365727
